PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,NOM,C_RES,PAR,SEX,EDA,F_NAC,ALF,I_NIV,I_ANIO,A_ESC,E_CON,C_ACT,OCU,A_ECO,POS,I_PER,ING,R_DEF_MOD,ELEGIDO,FACTOR,FAC_MOD,UPM_DIS,EDIS
","0
","03
","-
","1
","3
","1
","21
","-
","1
","06
","1
","2
","6
","01
","7
","2
","3
","1
","000900
","00
","
",6799,0,"00087
","11
"
"1215
","4
","11B145
","08
","40271
","1
","1
","0
","02
","-
","1
","2
","2
","42
","-
","1
","02
","6
","2
","5
","01
","5
","5
","3
","1
","000700
","00
","
",6799,0,"00087
","11
"
"1215
","4
","11B145
","08
","40271
","1
","1
","0
","01
","-
","1
","1
","1
","46
","-
","1
","03
","3
","2
","5
","09
","
","
","
","
","
","00
","
",6799,0,"00087
","11
"
"1215
","4
","11B145
","08
","40271
","1
","1
","0
","04
","-
","1
","3
","2
","18
","-
","1
","03
","3
","1
","6
","01
","5
","5
","3
","1
","000500
","00
","1
",6799,17477,"00087
","11
"
"1215
","1
","11B148
","08
","40274
","3
","1
","0
","03
","-
","1
","5
","1
","22
","-
","1
","03
","3
","2
","1
","01
","7
","3
","3
","1
","001200
","00
","1
",6898,17731,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","3
","1
","0
","05
","-
","1
","5
","2
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","1
","1
","0
","02
","-
","1
","2
","2
","29
","-
","1
","03
","3
","2
","5
","01
","7
","2
","3
","1
","000800
","00
","1
",6898,17731,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","3
","1
","0
","04
","-
","1
","3
","2
","20
","-
","1
","03
","3
","2
","1
","01
","4
","4
","2
","1
","001000
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","3
","1
","0
","01
","-
","1
","1
","2
","54
","-
","1
","02
","4
","2
","4
","09
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","2
","1
","0
","04
","-
","1
","3
","1
","08
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","3
","1
","0
","02
","-
","1
","3
","1
","33
","-
","1
","02
","3
","2
","6
","01
","7
","3
","3
","1
","001200
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","2
","1
","0
","01
","-
","1
","1
","1
","37
","-
","1
","03
","3
","2
","1
","01
","5
","6
","3
","1
","001900
","00
","1
",6898,17731,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","2
","1
","0
","02
","-
","1
","2
","2
","37
","-
","1
","03
","3
","2
","1
","07
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","2
","1
","0
","03
","-
","1
","3
","2
","13
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","1
","1
","0
","01
","-
","1
","1
","1
","29
","-
","1
","06
","3
","2
","5
","01
","1
","2
","3
","1
","000800
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","1
","1
","0
","04
","-
","1
","3
","1
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","11B148
","08
","40274
","1
","1
","0
","03
","-
","1
","3
","1
","05
","-
","2
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",6898,0,"00088
","11
"
"1215
","1
","12B148
","08
","40276
","3
","1
","0
","01
","-
","1
","1
","2
","76
","-
","1
","06
","3
","2
","4
","08
","
","
","
","
","
","00
","
",8279,0,"00089
","12
"
"1215
","1
","12B148
","08
","40276
","3
","1
","0
","02
","-
","1
","3
","2
","33
","-
","1
","07
","5
","2
","6
","01
","1
","7
","3
","2
","009999
","00
","1
",8279,20540,"00089
","12
"
"1215
","1
","12B148
","08
","40276
","1
","1
","0
","01
","-
","1
","1
","2
","69
","-
","1
","07
","3
","2
","6
","07
","
","
","
","
","
","00
","1
",8279,20540,"00089
","12
"
"1215
","8
","11B131
","08
","40278
","3
","1
","0
","03
","-
","1
","3
","1
","24
","-
","1
","03
","3
","2
","6
","01
","4
","5
","3
","1
","000700
","00
","1
",6814,17515,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","3
","1
","0
","01
","-
","1
","1
","2
","41
","-
","1
","02
","6
","2
","2
","01
","7
","2
","3
","1
","000900
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","3
","1
","0
","02
","-
","1
","3
","1
","24
","-
","1
","03
","3
","1
","6
","01
","7
","2
","3
","1
","000900
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","1
","1
","0
","03
","-
","1
","3
","1
","23
","-
","1
","04
","3
","1
","6
","01
","7
","2
","3
","1
","000800
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","1
","1
","0
","05
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","1
","1
","0
","01
","-
","1
","1
","1
","54
","-
","1
","02
","6
","2
","5
","01
","7
","2
","3
","1
","001400
","00
","1
",6814,17515,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","1
","1
","0
","02
","-
","1
","2
","2
","43
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","1
","1
","0
","04
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","4
","1
","0
","03
","-
","1
","3
","1
","25
","-
","1
","06
","3
","2
","6
","01
","7
","2
","3
","1
","009999
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","4
","1
","0
","02
","-
","1
","2
","2
","53
","-
","1
","06
","3
","2
","5
","01
","5
","5
","3
","1
","000900
","00
","1
",6814,17515,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","4
","1
","0
","01
","-
","1
","1
","1
","54
","-
","1
","03
","3
","2
","5
","01
","7
","3
","2
","1
","001600
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","2
","1
","0
","02
","-
","1
","3
","1
","23
","-
","1
","04
","3
","2
","6
","01
","7
","2
","3
","1
","000700
","00
","
",6814,0,"00090
","11
"
"1215
","8
","11B131
","08
","40278
","2
","1
","0
","01
","-
","1
","1
","2
","48
","-
","1
","03
","2
","2
","4
","01
","5
","5
","3
","1
","000300
","00
","1
",6814,17515,"00090
","11
"
"1215
","5
","11B134
","08
","40282
","3
","1
","0
","04
","-
","1
","3
","1
","09
","-
","1
","02
","2
","1
","
","
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","4
","1
","0
","05
","-
","1
","3
","1
","15
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","4
","1
","0
","02
","-
","1
","2
","2
","42
","-
","1
","02
","6
","2
","5
","01
","7
","2
","3
","1
","001200
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","4
","1
","0
","06
","-
","1
","5
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","4
","1
","0
","01
","-
","1
","1
","1
","44
","-
","1
","03
","1
","2
","5
","01
","4
","4
","2
","1
","001000
","00
","1
",7269,18685,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","4
","1
","0
","04
","-
","1
","5
","2
","22
","-
","1
","04
","3
","2
","1
","01
","7
","2
","3
","1
","000900
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","2
","1
","0
","02
","-
","1
","2
","2
","44
","-
","1
","02
","6
","2
","5
","01
","4
","4
","2
","1
","000800
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","1
","1
","0
","06
","-
","1
","3
","1
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","1
","1
","0
","02
","-
","1
","2
","2
","31
","-
","1
","04
","3
","2
","1
","07
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","1
","1
","0
","05
","-
","1
","3
","2
","08
","-
","1
","02
","2
","1
","
","
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","1
","1
","0
","01
","-
","1
","1
","1
","41
","-
","1
","03
","3
","2
","1
","01
","5
","6
","3
","3
","009999
","00
","1
",7269,18685,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","1
","1
","0
","04
","-
","1
","3
","1
","15
","-
","1
","03
","2
","1
","6
","06
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","1
","1
","0
","03
","-
","1
","3
","1
","16
","-
","1
","03
","2
","1
","6
","06
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","2
","1
","0
","03
","-
","1
","3
","1
","18
","-
","1
","04
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","4
","1
","0
","03
","-
","1
","3
","1
","22
","-
","1
","07
","3
","2
","1
","01
","5
","4
","3
","1
","001200
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","3
","1
","0
","02
","-
","1
","2
","2
","41
","-
","1
","07
","5
","2
","5
","07
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","3
","1
","0
","03
","-
","1
","3
","2
","15
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",7269,0,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","3
","1
","0
","01
","-
","1
","1
","1
","39
","-
","1
","03
","3
","2
","5
","01
","1
","2
","3
","1
","003000
","00
","1
",7269,18685,"00091
","11
"
"1215
","5
","11B134
","08
","40282
","2
","1
","0
","01
","-
","1
","1
","1
","43
","-
","1
","03
","3
","2
","5
","01
","7
","2
","3
","1
","002000
","00
","1
",7269,18685,"00091
","11
"
"1215
","5
","12B134
","08
","40283
","3
","1
","0
","02
","-
","1
","2
","2
","41
","-
","1
","06
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",7018,17412,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","3
","1
","0
","04
","-
","1
","3
","2
","16
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","2
","1
","0
","02
","-
","1
","2
","2
","32
","-
","1
","07
","5
","2
","5
","01
","1
","4
","3
","2
","002500
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","2
","1
","0
","01
","-
","1
","1
","1
","33
","-
","1
","07
","5
","2
","5
","01
","1
","2
","3
","1
","001200
","00
","1
",7018,17412,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","2
","1
","0
","03
","-
","1
","3
","2
","05
","-
","2
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","2
","1
","0
","04
","-
","1
","3
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","4
","1
","0
","03
","-
","1
","3
","2
","23
","-
","1
","07
","3
","1
","6
","01
","5
","5
","2
","1
","001000
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","3
","1
","0
","05
","-
","1
","3
","1
","14
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","4
","1
","0
","04
","-
","1
","3
","2
","17
","-
","1
","04
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","4
","1
","0
","02
","-
","1
","2
","2
","44
","-
","1
","07
","5
","2
","5
","01
","1
","5
","3
","1
","002000
","00
","1
",7018,17412,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","4
","1
","0
","05
","-
","1
","3
","1
","11
","-
","1
","02
","5
","1
","
","
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","4
","1
","0
","01
","-
","1
","1
","1
","44
","-
","1
","07
","5
","2
","5
","01
","1
","5
","3
","1
","003500
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","3
","1
","0
","03
","-
","1
","3
","2
","17
","-
","1
","04
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7018,0,"00092
","12
"
"1215
","5
","12B134
","08
","40283
","3
","1
","0
","01
","-
","1
","1
","1
","42
","-
","1
","06
","3
","2
","5
","01
","1
","5
","2
","1
","001500
","00
","
",7018,0,"00092
","12
"
"1215
","3
","11B146
","08
","40395
","3
","1
","0
","03
","-
","1
","3
","1
","27
","-
","1
","02
","6
","2
","2
","01
","7
","3
","3
","1
","000700
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","09
","-
","3
","5
","2
","00
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","3
","1
","0
","05
","-
","1
","3
","2
","06
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","3
","1
","0
","04
","-
","1
","5
","1
","05
","-
","2
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","3
","1
","0
","02
","-
","1
","2
","2
","48
","-
","1
","03
","3
","1
","5
","01
","7
","2
","3
","1
","000700
","00
","1
",7289,18736,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","3
","1
","0
","06
","-
","1
","3
","1
","20
","-
","1
","03
","3
","2
","6
","04
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","1
","1
","0
","02
","-
","1
","2
","2
","29
","-
","1
","03
","3
","2
","5
","01
","7
","2
","3
","1
","000700
","00
","1
",7289,18736,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","2
","1
","0
","01
","-
","1
","1
","1
","32
","-
","1
","03
","3
","2
","1
","01
","5
","5
","3
","1
","001100
","00
","1
",7289,18736,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","2
","1
","0
","03
","-
","1
","3
","1
","07
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","2
","1
","0
","02
","-
","1
","2
","2
","29
","-
","1
","02
","5
","2
","1
","07
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","2
","1
","0
","04
","-
","1
","3
","1
","06
","-
","1
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","1
","1
","0
","04
","-
","1
","3
","1
","07
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","1
","1
","0
","01
","-
","1
","1
","1
","31
","-
","1
","03
","3
","2
","5
","01
","5
","6
","3
","1
","000900
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","1
","1
","0
","03
","-
","1
","3
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","08
","-
","1
","5
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","02
","-
","1
","2
","2
","56
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","06
","-
","1
","3
","1
","37
","-
","1
","06
","4
","2
","6
","01
","1
","5
","3
","1
","001500
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","03
","-
","1
","5
","2
","29
","-
","1
","03
","3
","2
","1
","07
","
","
","
","
","
","00
","1
",7289,18736,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","04
","-
","1
","3
","1
","32
","-
","1
","02
","6
","2
","1
","01
","5
","5
","2
","1
","000900
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","01
","-
","1
","1
","1
","55
","-
","1
","02
","6
","1
","5
","01
","5
","5
","3
","1
","001200
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","07
","-
","1
","7
","1
","45
","-
","1
","02
","6
","2
","6
","01
","5
","5
","2
","1
","000400
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","4
","1
","0
","05
","-
","1
","5
","1
","09
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7289,0,"00093
","11
"
"1215
","3
","11B146
","08
","40395
","3
","1
","0
","01
","-
","1
","1
","1
","48
","-
","1
","02
","6
","2
","5
","01
","7
","2
","3
","1
","001400
","00
","
",7289,0,"00093
","11
"
"1215
","3
","12B146
","08
","40400
","3
","1
","0
","03
","-
","1
","3
","2
","20
","-
","1
","07
","1
","1
","6
","06
","
","
","
","
","
","00
","1
",7336,18201,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","3
","1
","0
","01
","-
","1
","1
","1
","44
","-
","1
","04
","3
","2
","5
","01
","7
","2
","3
","1
","001300
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","4
","1
","0
","02
","-
","1
","3
","2
","28
","-
","1
","03
","3
","2
","6
","01
","7
","2
","3
","1
","000700
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","4
","1
","0
","01
","-
","1
","1
","2
","54
","-
","1
","02
","3
","2
","2
","01
","5
","5
","3
","1
","001200
","00
","1
",7336,18201,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","4
","1
","0
","05
","-
","1
","5
","2
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","4
","1
","0
","03
","-
","1
","5
","1
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","4
","1
","0
","06
","-
","1
","5
","1
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","4
","1
","0
","04
","-
","1
","5
","1
","07
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","2
","1
","0
","01
","-
","1
","1
","2
","38
","-
","1
","03
","3
","2
","2
","01
","7
","2
","3
","1
","001100
","00
","1
",7336,18201,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","2
","1
","0
","02
","-
","1
","3
","1
","18
","-
","1
","04
","1
","1
","6
","01
","5
","5
","3
","1
","001000
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","2
","1
","0
","03
","-
","1
","3
","1
","13
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","1
","1
","0
","04
","-
","1
","3
","1
","11
","-
","1
","02
","5
","1
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","1
","1
","0
","05
","-
","1
","3
","1
","06
","-
","2
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","1
","1
","0
","01
","-
","1
","1
","1
","36
","-
","1
","03
","3
","2
","5
","01
","5
","5
","3
","1
","001500
","00
","1
",7336,18201,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","1
","1
","0
","02
","-
","1
","2
","2
","38
","-
","1
","02
","6
","2
","5
","01
","5
","5
","3
","1
","000900
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","1
","1
","0
","03
","-
","1
","3
","1
","15
","-
","1
","06
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","1
","1
","0
","06
","-
","1
","3
","1
","06
","-
","2
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","3
","1
","0
","04
","-
","1
","3
","1
","15
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","3
","12B146
","08
","40400
","3
","1
","0
","02
","-
","1
","2
","2
","40
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",7336,0,"00094
","12
"
"1215
","7
","12B132
","08
","40403
","1
","1
","0
","05
","-
","1
","3
","2
","15
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7021,0,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","1
","1
","0
","02
","-
","1
","2
","2
","63
","-
","1
","02
","6
","2
","5
","01
","5
","5
","3
","1
","001200
","00
","1
",7021,17420,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","3
","1
","0
","01
","-
","1
","1
","2
","69
","-
","1
","02
","4
","2
","4
","08
","
","
","
","
","
","00
","1
",7021,17420,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","4
","1
","0
","02
","-
","1
","2
","1
","70
","-
","1
","02
","1
","2
","5
","01
","6
","1
","3
","1
","000500
","00
","
",7021,0,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","4
","1
","0
","01
","-
","1
","1
","2
","70
","-
","1
","02
","1
","2
","5
","07
","
","
","
","
","
","00
","1
",7021,17420,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","1
","1
","0
","03
","-
","1
","3
","2
","34
","-
","1
","04
","3
","2
","6
","07
","
","
","
","
","
","00
","
",7021,0,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","2
","1
","0
","01
","-
","1
","1
","1
","36
","-
","1
","03
","3
","2
","5
","01
","4
","5
","3
","1
","001200
","00
","
",7021,0,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","2
","1
","0
","02
","-
","1
","2
","2
","35
","-
","1
","04
","3
","2
","5
","01
","7
","2
","3
","1
","001000
","00
","1
",7021,17420,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","1
","1
","0
","01
","-
","1
","1
","1
","66
","-
","1
","02
","6
","2
","5
","08
","
","
","
","
","
","00
","
",7021,0,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","1
","1
","0
","04
","-
","1
","3
","1
","26
","-
","1
","07
","3
","1
","6
","01
","5
","5
","3
","2
","001800
","00
","
",7021,0,"00095
","12
"
"1215
","7
","12B132
","08
","40403
","2
","1
","0
","03
","-
","1
","3
","1
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7021,0,"00095
","12
"
"1215
","7
","11B132
","08
","40405
","3
","1
","0
","02
","-
","1
","2
","2
","71
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","3
","1
","0
","03
","-
","1
","3
","1
","12
","-
","1
","02
","6
","1
","6
","06
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","1
","1
","0
","04
","-
","1
","3
","1
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","1
","1
","0
","05
","-
","1
","3
","1
","21
","-
","1
","06
","3
","1
","6
","01
","1
","5
","3
","1
","000800
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","1
","1
","0
","02
","-
","1
","2
","2
","39
","-
","1
","03
","3
","2
","5
","01
","5
","5
","3
","1
","000899
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","1
","1
","0
","01
","-
","1
","1
","1
","41
","-
","1
","03
","3
","2
","5
","01
","7
","3
","3
","1
","001200
","00
","1
",7212,18538,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","3
","1
","0
","01
","-
","1
","1
","1
","70
","-
","1
","04
","2
","2
","5
","01
","5
","6
","3
","1
","002000
","00
","1
",7212,18538,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","4
","1
","0
","01
","-
","1
","1
","2
","52
","-
","1
","04
","3
","2
","3
","01
","7
","2
","3
","1
","000900
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","4
","1
","0
","02
","-
","1
","3
","2
","21
","-
","1
","04
","3
","2
","6
","01
","7
","2
","3
","1
","000880
","00
","1
",7212,18538,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","3
","1
","0
","04
","-
","1
","4
","1
","86
","-
","1
","02
","3
","2
","4
","09
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","2
","11B132
","08
","40405
","4
","1
","0
","03
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","1
","1
","0
","03
","-
","1
","3
","2
","16
","-
","1
","06
","1
","1
","6
","06
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","7
","11B132
","08
","40405
","1
","1
","0
","06
","-
","3
","3
","1
","00
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7212,0,"00096
","11
"
"1215
","2
","12B147
","09
","40170
","1
","1
","0
","03
","-
","1
","3
","2
","27
","-
","1
","03
","2
","2
","6
","01
","5
","5
","4
","1
","000950
","00
","1
",7486,18573,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","4
","1
","0
","03
","-
","1
","5
","2
","24
","-
","1
","04
","3
","1
","6
","06
","
","
","
","
","
","00
","1
",7486,18573,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","1
","1
","0
","06
","-
","1
","5
","1
","05
","-
","2
","00
","
","1
","
","
","
","
","
","
","
","00
","
",7486,0,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","1
","1
","0
","04
","-
","1
","3
","2
","20
","-
","1
","04
","3
","2
","6
","07
","
","
","
","
","
","00
","
",7486,0,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","1
","1
","0
","02
","-
","1
","6
","1
","52
","-
","1
","02
","2
","2
","6
","01
","7
","5
","5
","1
","001000
","00
","
",7486,0,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","1
","1
","0
","01
","-
","1
","1
","2
","52
","-
","1
","02
","3
","2
","6
","01
","4
","4
","2
","1
","000900
","00
","
",7486,0,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","2
","1
","0
","04
","-
","1
","3
","1
","27
","-
","1
","04
","3
","2
","6
","01
","5
","6
","3
","2
","003500
","00
","
",7486,0,"00097
","12
"
"1215
","2
","12B147
","09
","40170
","2
","1
","0
","02
","-
","1
","2
