VIV_SEL,H_MUD,CD,ENT,MUN,LOC,AGEB,PRO_VIV,PER,R_DEF,FCHDEFDIA,FCHDEFMES,FCHDEFH_I,FCHDEFM_I,FCHDEFH_T,FCHDEFM_T,R_INF,R_SEL,SEL_SIT,SEL_SUST,N_ENT,N_TEL,SUP,NOM_ENT,CLV_ENT,NOM_JE,CLV_JE,TIPO_CUEST,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,UPM,UPM_DIS,EST,EST_DIS
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","405.4048
","U
","0601187
","04120
","4
","1000
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","405.4048
","U
","0601187
","04120
","4
","1000
"
"03
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","405.4048
","U
","0601187
","04120
","4
","1000
"
"04
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","405.4048
","U
","0601187
","04120
","4
","1000
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","405.4048
","U
","0601187
","04120
","4
","1000
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","597.1951
","U
","0601188
","04130
","4
","1000
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","597.1951
","U
","0601188
","04130
","4
","1000
"
"04
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","597.1951
","U
","0601188
","04130
","4
","1000
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","597.1951
","U
","0601188
","04130
","4
","1000
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","474.3524
","U
","0601194
","04140
","4
","1000
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","3
","1
","
","
","474.3524
","U
","0601194
","04140
","4
","1000
"
"04
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","474.3524
","U
","0601194
","04140
","4
","1000
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","474.3524
","U
","0601194
","04140
","4
","1000
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","539.0368
","U
","0601205
","04150
","4
","1000
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","539.0368
","U
","0601205
","04150
","4
","1000
"
"04
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","539.0368
","U
","0601205
","04150
","4
","1000
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","539.0368
","U
","0601205
","04150
","4
","1000
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","566.1604
","U
","0601213
","04160
","4
","1000
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","566.1604
","U
","0601213
","04160
","4
","1000
"
"03
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","566.1604
","U
","0601213
","04160
","4
","1000
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","261.8951
","U
","0601232
","04170
","2
","0980
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","261.8951
","U
","0601232
","04170
","2
","0980
"
"03
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","261.8951
","U
","0601232
","04170
","2
","0980
"
"04
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","261.8951
","U
","0601232
","04170
","2
","0980
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","261.8951
","U
","0601232
","04170
","2
","0980
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","284.7278
","U
","0601234
","04180
","2
","0980
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","284.7278
","U
","0601234
","04180
","2
","0980
"
"03
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","284.7278
","U
","0601234
","04180
","2
","0980
"
"04
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","284.7278
","U
","0601234
","04180
","2
","0980
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","284.7278
","U
","0601234
","04180
","2
","0980
"
"01
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","291.0246
","U
","0601243
","04190
","2
","0980
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","291.0246
","U
","0601243
","04190
","2
","0980
"
"03
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","291.0246
","U
","0601243
","04190
","2
","0980
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","291.0246
","U
","0601243
","04190
","2
","0980
"
"02
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","393.6078
","U
","0601246
","04200
","2
","0980
"
"03
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","393.6078
","U
","0601246
","04200
","2
","0980
"
"05
","0
","09
","06
","010
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","393.6078
","U
","0601246
","04200
","2
","0980
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","1
","4
","1
","
","
","532.7305
","U
","0700979
","04210
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","3
","1
","5
","1
","
","
","532.7305
","U
","0700979
","04210
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","532.7305
","U
","0700979
","04210
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","532.7305
","U
","0700979
","04210
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","675.9719
","U
","0701026
","04220
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","675.9719
","U
","0701026
","04220
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","675.9719
","U
","0701026
","04220
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","675.9719
","U
","0701026
","04220
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","675.9719
","U
","0701026
","04220
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","689.0538
","U
","0701077
","04230
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","689.0538
","U
","0701077
","04230
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","689.0538
","U
","0701077
","04230
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","689.0538
","U
","0701077
","04230
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","793.8222
","U
","0701083
","04240
","2
","0640
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","13
","1
","
","
","793.8222
","U
","0701083
","04240
","2
","0640
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","793.8222
","U
","0701083
","04240
","2
","0640
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","793.8222
","U
","0701083
","04240
","2
","0640
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","793.8222
","U
","0701083
","04240
","2
","0640
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","8
","2
","04
","2
","614.6793
","U
","0701123
","04250
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","614.6793
","U
","0701123
","04250
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","614.6793
","U
","0701123
","04250
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","3
","1
","6
","1
","
","
","614.6793
","U
","0701123
","04250
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","2
","02
","1
","614.6793
","U
","0701123
","04250
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","635.1876
","U
","0701138
","04260
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","2
","02
","4
","635.1876
","U
","0701138
","04260
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","635.1876
","U
","0701138
","04260
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","635.1876
","U
","0701138
","04260
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","1
","
","
","635.1876
","U
","0701138
","04260
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","584.093
","U
","0701160
","04270
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","584.093
","U
","0701160
","04270
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","584.093
","U
","0701160
","04270
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","584.093
","U
","0701160
","04270
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","584.093
","U
","0701160
","04270
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","548.5154
","U
","0701191
","04280
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","548.5154
","U
","0701191
","04280
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","548.5154
","U
","0701191
","04280
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","548.5154
","U
","0701191
","04280
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","548.5154
","U
","0701191
","04280
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","568.4255
","U
","0701207
","04290
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","2
","02
","2
","568.4255
","U
","0701207
","04290
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","568.4255
","U
","0701207
","04290
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","568.4255
","U
","0701207
","04290
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","568.4255
","U
","0701207
","04290
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","5
","2
","02
","3
","542.1395
","U
","0701211
","04300
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","542.1395
","U
","0701211
","04300
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","1
","
","
","542.1395
","U
","0701211
","04300
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","542.1395
","U
","0701211
","04300
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","542.1395
","U
","0701211
","04300
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","556.655
","U
","0701289
","04310
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","1
","1
","
","
","556.655
","U
","0701289
","04310
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","1
","2
","8
","1
","
","
","556.655
","U
","0701289
","04310
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","4
","-
","-
","-
","-
","-
","-
","-
","2
","1
","2
","1
","
","
","556.655
","U
","0701289
","04310
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","5
","1
","
","
","700.8951
","U
","0701354
","04320
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","700.8951
","U
","0701354
","04320
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","700.8951
","U
","0701354
","04320
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","700.8951
","U
","0701354
","04320
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","600.8317
","U
","0701439
","04330
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","600.8317
","U
","0701439
","04330
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","600.8317
","U
","0701439
","04330
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","5
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","2
","02
","1
","600.8317
","U
","0701439
","04330
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","623.8375
","U
","0701448
","04340
","3
","0650
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","2
","03
","1
","623.8375
","U
","0701448
","04340
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","2
","1
","
","
","623.8375
","U
","0701448
","04340
","3
","0650
"
"04
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","1
","1
","
","
","623.8375
","U
","0701448
","04340
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","3
","-
","-
","-
","-
","-
","-
","-
","1
","2
","6
","1
","
","
","623.8375
","U
","0701448
","04340
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","727.5301
","U
","0701449
","04350
","3
","0650
"
"03
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","4
","1
","
","
","727.5301
","U
","0701449
","04350
","3
","0650
"
"05
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","1
","-
","-
","-
","-
","-
","-
","-
","1
","2
","3
","1
","
","
","727.5301
","U
","0701449
","04350
","3
","0650
"
"01
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
","-
","-
","-
","-
","-
","1
","1
","2
","2
","02
","1
","611.9828
","U
","0701463
","04360
","4
","0660
"
"02
","0
","11
","07
","101
","0001
","-
","-
","0116
","01
","-
","-
","-
","-
","-
","-
","-
","-
","-
","-
","2
","-
","-
