UPM,PRO_VIV,VIV_SEL,ENT,MUN,LOC,CD,PER,R_DEF,H_MUD,S_MUD,TIPO_CUEST,N_ENT,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,EST,UPM_DIS,EST_DIS
","06
","1
","
","
","249
","U
","2
","05420
","1420
"
"0700703
","019
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","3
","1
","03
","1
","
","
","250
","U
","2
","05430
","1420
"
"0700703
","045
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","250
","U
","2
","05430
","1420
"
"0700703
","056
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","250
","U
","2
","05430
","1420
"
"0700704
","021
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","242
","U
","2
","05440
","1420
"
"0700704
","049
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","08
","1
","
","
","242
","U
","2
","05440
","1420
"
"0700704
","078
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","08
","1
","
","
","242
","U
","2
","05440
","1420
"
"0700704
","110
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","06
","1
","
","
","242
","U
","2
","05440
","1420
"
"0700710
","013
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","239
","U
","2
","05450
","1420
"
"0700710
","044
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","09
","2
","02
","04
","239
","U
","2
","05450
","1420
"
"0700710
","063
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","239
","U
","2
","05450
","1420
"
"0700710
","136
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","239
","U
","2
","05450
","1420
"
"0700713
","044
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","256
","U
","2
","05460
","1420
"
"0700713
","026
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","256
","U
","2
","05460
","1420
"
"0700713
","071
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","08
","1
","
","
","256
","U
","2
","05460
","1420
"
"0700713
","086
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","256
","U
","2
","05460
","1420
"
"0700725
","005
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","258
","U
","3
","05470
","1430
"
"0700725
","075
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","258
","U
","3
","05470
","1430
"
"0700725
","042
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","258
","U
","3
","05470
","1430
"
"0700728
","057
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","237
","U
","3
","05480
","1430
"
"0700728
","105
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","3
","1
","01
","1
","
","
","237
","U
","3
","05480
","1430
"
"0700728
","089
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","237
","U
","3
","05480
","1430
"
"0700728
","126
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","237
","U
","3
","05480
","1430
"
"0700728
","016
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","237
","U
","3
","05480
","1430
"
"0700732
","023
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","07
","1
","
","
","222
","U
","2
","05490
","1420
"
"0700732
","069
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","222
","U
","2
","05490
","1420
"
"0700732
","106
","03
","07
","089
","0001
","12
","0316
","01
","1
","1
","-
","5
","1
","2
","03
","1
","
","
","222
","U
","2
","05490
","1420
"
"0700732
","141
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","222
","U
","2
","05490
","1420
"
"0700732
","177
","05
","07
","089
","0001
","12
","0316
","01
","1
","1
","-
","5
","1
","2
","04
","1
","
","
","222
","U
","2
","05490
","1420
"
"0700733
","050
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","3
","1
","2
","06
","1
","
","
","316
","U
","1
","05500
","1410
"
"0700733
","119
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","1
","
","
","316
","U
","1
","05500
","1410
"
"0700733
","092
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","3
","1
","2
","05
","1
","
","
","316
","U
","1
","05500
","1410
"
"0700736
","029
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","2
","1
","2
","06
","1
","
","
","258
","U
","1
","05510
","1410
"
"0700736
","061
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","258
","U
","1
","05510
","1410
"
"0700736
","139
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","2
","1
","2
","05
","1
","
","
","258
","U
","1
","05510
","1410
"
"0700736
","068
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","2
","1
","2
","03
","1
","
","
","258
","U
","1
","05510
","1410
"
"0700736
","103
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","258
","U
","1
","05510
","1410
"
"0700740
","052
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","251
","U
","3
","05520
","1430
"
"0700740
","032
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","251
","U
","3
","05520
","1430
"
"0700740
","110
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","251
","U
","3
","05520
","1430
"
"0700740
","081
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","251
","U
","3
","05520
","1430
"
"0700740
","131
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","251
","U
","3
","05520
","1430
"
"0700746
","003
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","261
","U
","2
","05530
","1420
"
"0700746
","072
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","261
","U
","2
","05530
","1420
"
"0700746
","123
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","261
","U
","2
","05530
","1420
"
"0700746
","150
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","261
","U
","2
","05530
","1420
"
"0700746
","185
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","261
","U
","2
","05530
","1420
"
"0700751
","003
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","232
","U
","2
","05540
","1420
"
"0700751
","041
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","232
","U
","2
","05540
","1420
"
"0700751
","072
","03
","07
","089
","0001
","12
","0316
","01
","0
","1
","-
","5
","1
","2
","08
","1
","
","
","232
","U
","2
","05540
","1420
"
"0700751
","101
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","232
","U
","2
","05540
","1420
"
"0700751
","133
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","232
","U
","2
","05540
","1420
"
"0700754
","025
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","272
","U
","2
","05550
","1420
"
"0700754
","082
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","272
","U
","2
","05550
","1420
"
"0700754
","109
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","272
","U
","2
","05550
","1420
"
"0700754
","138
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","272
","U
","2
","05550
","1420
"
"0700761
","129
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","310
","U
","2
","05560
","1420
"
"0700761
","150
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","310
","U
","2
","05560
","1420
"
"0700761
","108
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","310
","U
","2
","05560
","1420
"
"0700761
","095
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","310
","U
","2
","05560
","1420
"
"0700761
","063
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","310
","U
","2
","05560
","1420
"
"0700764
","099
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","241
","U
","3
","05570
","1430
"
"0700764
","139
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","241
","U
","3
","05570
","1430
"
"0700764
","132
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","06
","1
","
","
","241
","U
","3
","05570
","1430
"
"0700764
","011
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","241
","U
","3
","05570
","1430
"
"0700764
","047
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","241
","U
","3
","05570
","1430
"
"0700782
","030
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","237
","U
","2
","05580
","1420
"
"0700782
","084
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","237
","U
","2
","05580
","1420
"
"0700782
","138
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","237
","U
","2
","05580
","1420
"
"0700782
","270
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","237
","U
","2
","05580
","1420
"
"0700782
","208
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","237
","U
","2
","05580
","1420
"
"0700784
","163
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","233
","U
","2
","05590
","1420
"
"0700784
","030
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","233
","U
","2
","05590
","1420
"
"0700784
","062
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","233
","U
","2
","05590
","1420
"
"0700784
","093
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","233
","U
","2
","05590
","1420
"
"0700784
","128
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","233
","U
","2
","05590
","1420
"
"0700785
","016
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","259
","U
","2
","05600
","1420
"
"0700785
","104
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","1
","05
","1
","
","
","259
","U
","2
","05600
","1420
"
"0700785
","049
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","259
","U
","2
","05600
","1420
"
"0700785
","077
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","1
","04
","1
","
","
","259
","U
","2
","05600
","1420
"
"0700826
","128
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","219
","U
","2
","05610
","1420
"
"0700826
","088
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","219
","U
","2
","05610
","1420
"
"0700826
","137
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","219
","U
","2
","05610
","1420
"
"0700826
","011
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","219
","U
","2
","05610
","1420
"
"0700826
","041
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","219
","U
","2
","05610
","1420
"
"0700830
","109
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","290
","U
","1
","05620
","1410
"
"0700830
","028
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","06
","1
","
","
","290
","U
","1
","05620
","1410
"
"0700830
","056
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","07
","2
","02
","02
","290
","U
","1
","05620
","1410
"
"0700830
","092
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","03
","1
","
","
","290
","U
","1
","05620
","1410
"
"0700830
","005
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","06
","1
","
","
","290
","U
","1
","05620
","1410
"
"0700831
","008
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","248
","U
","2
","05630
","1420
"
"0700831
","051
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","248
","U
","2
","05630
","1420
"
"0700831
","097
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","248
","U
","2
","05630
","1420
"
"0700831
","128
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","248
","U
","2
","05630
","1420
"
"0700848
","051
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","3
","1
","2
","04
","1
","
","
","212
","U
","4
","05640
","1440
"
"0700848
","122
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","3
","1
","2
","03
","1
","
","
","212
","U
","4
","05640
","1440
"
"0700848
","024
","03
","07
","089
","0001
","12
","0316
","01
","0
","1
","-
","3
","1
","2
","01
","1
","
","
","212
","U
","4
","05640
","1440
"
"0700848
","093
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","3
","1
","2
","01
","1
","
","
","212
","U
","4
","05640
","1440
"
"0700848
","080
","05
","07
","089
","0001
","12
","0316
","01
","1
","1
","-
","3
","1
","2
","01
","1
","
","
","212
","U
","4
","05640
","1440
"
"0700861
","104
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","272
","U
","2
","05650
","1420
"
"0700861
","028
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","2
","02
","01
","272
","U
","2
","05650
","1420
"
"0700861
","053
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","06
","2
","03
","01
","272
","U
","2
","05650
","1420
"
"0700861
","076
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","272
","U
","2
","05650
","1420
"
"0700863
","059
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","02
","1
","
","
","198
","U
","4
","05660
","1440
"
"0700863
","088
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","198
","U
","4
","05660
","1440
"
"0700863
","035
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","198
","U
","4
","05660
","1440
"
"0700863
","114
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","04
","1
","
","
","198
","U
","4
","05660
","1440
"
"0700863
","002
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","198
","U
","4
","05660
","1440
"
"0700864
","047
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","213
","U
","4
","05670
","1440
"
"0700864
","076
","02
","07
","089
","0001
","12
","0316
","01
","1
","1
","-
","5
","1
","2
","02
","1
","
","
","213
","U
","4
","05670
","1440
"
"0700864
","104
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","06
","1
","
","
","213
","U
","4
","05670
","1440
"
"0700864
","131
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","213
","U
","4
","05670
","1440
"
"0700864
","041
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","213
","U
","4
","05670
","1440
"
"0700869
","006
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","255
","U
","2
","05680
","1420
"
"0700869
","029
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","255
","U
","2
","05680
","1420
"
"0700869
","097
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","255
","U
","2
","05680
","1420
"
"0700869
","051
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","255
","U
","2
","05680
","1420
"
"0700873
","091
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","200
","U
","4
","05690
","1440
"
"0700873
","104
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","200
","U
","4
","05690
","1440
"
"0700873
","059
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","200
","U
","4
","05690
","1440
"
"0700873
","039
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","200
","U
","4
","05690
","1440
"
"0700881
","104
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","06
","2
","02
","03
","208
","U
","2
","05700
","1420
"
"0700881
","134
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","208
","U
","2
","05700
","1420
"
"0700881
","036
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","208
","U
","2
","05700
","1420
"
"0700881
","037
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","208
","U
","2
","05700
","1420
"
"0700881
","028
","05
","07
","089
","0001
","12
","0316
","01
","1
","1
","-
","4
","1
","2
","03
","1
","
","
","208
","U
","2
","05700
","1420
"
"0700883
","027
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","08
","1
","
","
","242
","U
","2
","05710
","1420
"
"0700883
","138
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","242
","U
","2
","05710
","1420
"
"0700883
","191
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","06
","1
","
","
","242
","U
","2
","05710
","1420
"
"0700883
","245
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","242
","U
","2
","05710
","1420
"
"0700889
","043
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","1
","05
","1
","
","
","307
","U
","1
","05720
","1410
"
"0700889
","074
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","307
","U
","1
","05720
","1410
"
"0700889
","027
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","01
","1
","
","
","307
","U
","1
","05720
","1410
"
"0700889
","090
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","13
","1
","
","
","307
","U
","1
","05720
","1410
"
"0700889
","119
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","1
","1
","2
","05
","1
","
","
","307
","U
","1
","05720
","1410
"
"0700896
","082
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","264
","U
","1
","05730
","1410
"
"0700896
","031
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","264
","U
","1
","05730
","1410
"
"0700896
","022
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","264
","U
","1
","05730
","1410
"
"0700896
","144
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","1
","
","
","264
","U
","1
","05730
","1410
"
"0700896
","126
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","5
","1
","2
","04
","1
","
","
","264
","U
","1
","05730
","1410
"
"0700902
","020
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","07
","2
","02
","03
","321
","U
","1
","05740
","1410
"
"0700902
","054
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","321
","U
","1
","05740
","1410
"
"0700902
","086
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","321
","U
","1
","05740
","1410
"
"0700902
","117
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","321
","U
","1
","05740
","1410
"
"0700902
","151
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","321
","U
","1
","05740
","1410
"
"0700918
","150
","01
","07
","089
","0001
","12
","0316
","01
","1
","1
","-
","4
","1
","2
","04
","1
","
","
","218
","U
","2
","05750
","1420
"
"0700918
","110
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","10
","2
","03
","04
","218
","U
","2
","05750
","1420
"
"0700918
","014
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","218
","U
","2
","05750
","1420
"
"0700918
","053
","04
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","218
","U
","2
","05750
","1420
"
"0700918
","087
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","218
","U
","2
","05750
","1420
"
"0700950
","076
","01
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","218
","U
","2
","05760
","1420
"
"0700950
","029
","02
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","218
","U
","2
","05760
","1420
"
"0700950
","097
","03
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","218
","U
","2
","05760
","1420
"
"0700950
","154
","05
","07
","089
","0001
","12
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","218
","U
","2
","05760
","1420
"
"0700979
","211
","03
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","2
","1
","1
","03
","1
","
","
","663
","U
","3
","05770
","0740
"
"0700979
","286
","04
","07
","101
","0001
","11
","0316
","01
","1
","1
","-
","2
","2
","1
","03
","1
","
","
","663
","U
","3
","05770
","0740
"
"0701026
","104
","01
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","702
","U
","2
","05780
","0730
"
"0701026
","026
","02
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","702
","U
","2
","05780
","0730
"
"0701026
","051
","03
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","702
","U
","2
","05780
","0730
"
"0701026
","077
","04
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","702
","U
","2
","05780
","0730
"
"0701026
","006
","05
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","02
","1
","
","
","702
","U
","2
","05780
","0730
"
"0701077
","015
","01
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","1
","2
","02
","1
","
","
","715
","U
","2
","05790
","0730
"
"0701077
","063
","02
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","1
","2
","05
","1
","
","
","715
","U
","2
","05790
","0730
"
"0701077
","155
","04
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","1
","2
","04
","1
","
","
","715
","U
","2
","05790
","0730
"
"0701077
","207
","05
","07
","101
","0001
","11
","0316
","01
","1
","2
","-
","4
","1
","2
","01
","1
","
","
","715
","U
","2
","05790
","0730
"
"0701083
","070
","01
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","2
","2
","1
","06
","1
","
","
","721
","U
","2
","05800
","0730
"
"0701083
","103
","02
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","2
","1
","2
","04
","1
","
","
","721
","U
","2
","05800
","0730
"
"0701083
","080
","03
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","2
","1
","2
","07
","1
","
","
","721
","U
","2
","05800
","0730
"
"0701083
","010
","04
","07
","101
","0001
","11
","0316
","01
","1
","1
","-
","2
","1
","1
","01
","1
","
","
","721
","U
","2
","05800
","0730
"
"0701083
","041
","05
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","2
","1
","2
","01
","1
","
","
","721
","U
","2
","05800
","0730
"
"0701123
","019
","01
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","1
","2
","08
","2
","04
","02
","702
","U
","3
","05810
","0740
"
"0701123
","045
","02
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","1
","2
","01
","1
","
","
","702
","U
","3
","05810
","0740
"
"0701123
","076
","03
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","1
","2
","03
","1
","
","
","702
","U
","3
","05810
","0740
"
"0701123
","107
","04
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","4
","3
","2
","06
","1
","
","
","702
","U
","3
","05810
","0740
"
"0701123
","134
","05
","07
","101
","0001
","11
","0316
","01
","1
","1
","-
","4
","1
","2
","01
","1
","
","
","702
","U
","3
","05810
","0740
"
"0701138
","028
","01
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","01
","1
","
","
","725
","U
","3
","05820
","0740
"
"0701138
","053
","02
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","05
","2
","02
","04
","725
","U
","3
","05820
","0740
"
"0701138
","014
","03
","07
","101
","0001
","11
","0316
","01
","0
","0
","-
","5
","1
","2
","03
","1
","
","
","725
","U
","3
","05820
","0740
"
"0701138
