UPM,VIV_SEL,ENT,MUN,LOC,CD,PER,R_DEF,H_MUD,S_MUD,TIPO_CUEST,N_ENT,AP1_1,AP1_2,AP2_1,AP2_2,AP2_3,AP2_4,FAC_VIV,DOMINIO,EST,UPM_DIS,EST_DIS
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",236,"U
","2
","0005250
","136
"
"0700487
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",236,"U
","2
","0005250
","136
"
"0700487
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","06
","1
","
","
",236,"U
","2
","0005250
","136
"
"0700487
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"3
","2
","03
","1
","
","
",236,"U
","2
","0005250
","136
"
"0700487
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"3
","2
","05
","1
","
","
",236,"U
","2
","0005250
","136
"
"0700488
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","06
","2
","02
","03
",261,"U
","2
","0005260
","136
"
"0700488
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"3
","2
","01
","1
","
","
",261,"U
","2
","0005260
","136
"
"0700488
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","02
","1
","
","
",261,"U
","2
","0005260
","136
"
"0700488
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",261,"U
","2
","0005260
","136
"
"0700533
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",268,"U
","2
","0005270
","136
"
"0700533
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",268,"U
","2
","0005270
","136
"
"0700533
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",268,"U
","2
","0005270
","136
"
"0700542
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","06
","1
","
","
",249,"U
","2
","0005280
","136
"
"0700542
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",249,"U
","2
","0005280
","136
"
"0700542
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",249,"U
","2
","0005280
","136
"
"0700555
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",239,"U
","2
","0005290
","136
"
"0700555
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",239,"U
","2
","0005290
","136
"
"0700555
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",239,"U
","2
","0005290
","136
"
"0700555
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"2
","1
","01
","1
","
","
",239,"U
","2
","0005290
","136
"
"0700558
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",273,"U
","2
","0005300
","136
"
"0700558
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",273,"U
","2
","0005300
","136
"
"0700558
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",273,"U
","2
","0005300
","136
"
"0700569
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","07
","1
","
","
",238,"U
","2
","0005310
","136
"
"0700569
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",238,"U
","2
","0005310
","136
"
"0700569
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",238,"U
","2
","0005310
","136
"
"0700581
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",253,"U
","3
","0005320
","137
"
"0700581
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"3
","2
","01
","1
","
","
",253,"U
","3
","0005320
","137
"
"0700581
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",253,"U
","3
","0005320
","137
"
"0700581
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"2
","1
","03
","1
","
","
",253,"U
","3
","0005320
","137
"
"0700588
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",278,"U
","3
","0005330
","137
"
"0700588
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","2
","02
","02
",278,"U
","3
","0005330
","137
"
"0700588
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","01
","1
","
","
",278,"U
","3
","0005330
","137
"
"0700588
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",278,"U
","3
","0005330
","137
"
"0700588
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",278,"U
","3
","0005330
","137
"
"0700624
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",241,"U
","2
","0005340
","136
"
"0700624
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",241,"U
","2
","0005340
","136
"
"0700624
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",241,"U
","2
","0005340
","136
"
"0700624
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","02
","1
","
","
",241,"U
","2
","0005340
","136
"
"0700624
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","01
","1
","
","
",241,"U
","2
","0005340
","136
"
"0700633
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",257,"U
","2
","0005350
","136
"
"0700633
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","1
","03
","1
","
","
",257,"U
","2
","0005350
","136
"
"0700633
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",257,"U
","2
","0005350
","136
"
"0700633
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",257,"U
","2
","0005350
","136
"
"0700633
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","1
","04
","1
","
","
",257,"U
","2
","0005350
","136
"
"0700634
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",283,"U
","2
","0005360
","136
"
"0700634
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","2
","02
","02
",283,"U
","2
","0005360
","136
"
"0700634
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",283,"U
","2
","0005360
","136
"
"0700634
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","07
","1
","
","
",283,"U
","2
","0005360
","136
"
"0700634
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",283,"U
","2
","0005360
","136
"
"0700639
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",228,"U
","2
","0005370
","136
"
"0700639
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","2
","02
","01
",228,"U
","2
","0005370
","136
"
"0700639
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",228,"U
","2
","0005370
","136
"
"0700639
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","06
","1
","
","
",228,"U
","2
","0005370
","136
"
"0700639
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",228,"U
","2
","0005370
","136
"
"0700665
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","01
","1
","
","
",226,"U
","2
","0005380
","136
"
"0700665
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","01
","1
","
","
",226,"U
","2
","0005380
","136
"
"0700665
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",226,"U
","2
","0005380
","136
"
"0700665
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",226,"U
","2
","0005380
","136
"
"0700666
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",232,"U
","2
","0005390
","136
"
"0700666
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",232,"U
","2
","0005390
","136
"
"0700666
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",232,"U
","2
","0005390
","136
"
"0700666
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",232,"U
","2
","0005390
","136
"
"0700666
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",232,"U
","2
","0005390
","136
"
"0700670
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",283,"U
","2
","0005400
","136
"
"0700670
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",283,"U
","2
","0005400
","136
"
"0700670
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",283,"U
","2
","0005400
","136
"
"0700670
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",283,"U
","2
","0005400
","136
"
"0700670
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",283,"U
","2
","0005400
","136
"
"0700677
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",278,"U
","2
","0005410
","136
"
"0700677
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",278,"U
","2
","0005410
","136
"
"0700677
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",278,"U
","2
","0005410
","136
"
"0700677
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",278,"U
","2
","0005410
","136
"
"0700677
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",278,"U
","2
","0005410
","136
"
"0700690
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","08
","2
","02
","03
",258,"U
","2
","0005420
","136
"
"0700690
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",258,"U
","2
","0005420
","136
"
"0700690
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",258,"U
","2
","0005420
","136
"
"0700690
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","01
","1
","
","
",258,"U
","2
","0005420
","136
"
"0700690
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",258,"U
","2
","0005420
","136
"
"0700703
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"3
","2
","06
","1
","
","
",259,"U
","2
","0005430
","136
"
"0700703
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",259,"U
","2
","0005430
","136
"
"0700703
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","08
","1
","
","
",259,"U
","2
","0005430
","136
"
"0700703
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",259,"U
","2
","0005430
","136
"
"0700703
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",259,"U
","2
","0005430
","136
"
"0700704
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","06
","1
","
","
",251,"U
","2
","0005440
","136
"
"0700704
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","06
","1
","
","
",251,"U
","2
","0005440
","136
"
"0700704
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","06
","1
","
","
",251,"U
","2
","0005440
","136
"
"0700704
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","06
","1
","
","
",251,"U
","2
","0005440
","136
"
"0700704
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"2
","2
","03
","1
","
","
",251,"U
","2
","0005440
","136
"
"0700710
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",248,"U
","2
","0005450
","136
"
"0700710
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",248,"U
","2
","0005450
","136
"
"0700710
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",248,"U
","2
","0005450
","136
"
"0700710
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",248,"U
","2
","0005450
","136
"
"0700713
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",265,"U
","2
","0005460
","136
"
"0700713
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",265,"U
","2
","0005460
","136
"
"0700713
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"3
","2
","03
","1
","
","
",265,"U
","2
","0005460
","136
"
"0700713
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",265,"U
","2
","0005460
","136
"
"0700713
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",265,"U
","2
","0005460
","136
"
"0700725
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",276,"U
","3
","0005470
","137
"
"0700725
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",276,"U
","3
","0005470
","137
"
"0700725
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",276,"U
","3
","0005470
","137
"
"0700725
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",276,"U
","3
","0005470
","137
"
"0700725
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",276,"U
","3
","0005470
","137
"
"0700728
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"3
","2
","01
","1
","
","
",253,"U
","3
","0005480
","137
"
"0700728
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",253,"U
","3
","0005480
","137
"
"0700728
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",253,"U
","3
","0005480
","137
"
"0700728
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",253,"U
","3
","0005480
","137
"
"0700732
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","07
","1
","
","
",230,"U
","2
","0005490
","136
"
"0700732
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",230,"U
","2
","0005490
","136
"
"0700732
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",230,"U
","2
","0005490
","136
"
"0700732
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",230,"U
","2
","0005490
","136
"
"0700732
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","01
","1
","
","
",230,"U
","2
","0005490
","136
"
"0700733
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","06
","1
","
","
",338,"U
","1
","0005500
","135
"
"0700733
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",338,"U
","1
","0005500
","135
"
"0700733
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","05
","1
","
","
",338,"U
","1
","0005500
","135
"
"0700736
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","07
","1
","
","
",277,"U
","1
","0005510
","135
"
"0700736
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",277,"U
","1
","0005510
","135
"
"0700736
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","05
","1
","
","
",277,"U
","1
","0005510
","135
"
"0700736
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","03
","1
","
","
",277,"U
","1
","0005510
","135
"
"0700736
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",1,"1
","2
","04
","1
","
","
",277,"U
","1
","0005510
","135
"
"0700740
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","02
","1
","
","
",268,"U
","3
","0005520
","137
"
"0700740
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",268,"U
","3
","0005520
","137
"
"0700740
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","05
","1
","
","
",268,"U
","3
","0005520
","137
"
"0700740
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",268,"U
","3
","0005520
","137
"
"0700740
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",268,"U
","3
","0005520
","137
"
"0700746
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",270,"U
","2
","0005530
","136
"
"0700746
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",270,"U
","2
","0005530
","136
"
"0700746
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",270,"U
","2
","0005530
","136
"
"0700746
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","01
","1
","
","
",270,"U
","2
","0005530
","136
"
"0700746
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",270,"U
","2
","0005530
","136
"
"0700751
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",241,"U
","2
","0005540
","136
"
"0700751
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",241,"U
","2
","0005540
","136
"
"0700751
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",241,"U
","2
","0005540
","136
"
"0700751
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","02
","1
","
","
",241,"U
","2
","0005540
","136
"
"0700754
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",282,"U
","2
","0005550
","136
"
"0700754
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",282,"U
","2
","0005550
","136
"
"0700754
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",282,"U
","2
","0005550
","136
"
"0700754
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",282,"U
","2
","0005550
","136
"
"0700754
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",282,"U
","2
","0005550
","136
"
"0700761
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",321,"U
","2
","0005560
","136
"
"0700761
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","01
","1
","
","
",321,"U
","2
","0005560
","136
"
"0700761
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",321,"U
","2
","0005560
","136
"
"0700761
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",321,"U
","2
","0005560
","136
"
"0700761
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",321,"U
","2
","0005560
","136
"
"0700764
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","02
","1
","
","
",258,"U
","3
","0005570
","137
"
"0700764
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","05
","1
","
","
",258,"U
","3
","0005570
","137
"
"0700764
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","06
","1
","
","
",258,"U
","3
","0005570
","137
"
"0700764
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",258,"U
","3
","0005570
","137
"
"0700782
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",245,"U
","2
","0005580
","136
"
"0700782
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","1
","03
","1
","
","
",245,"U
","2
","0005580
","136
"
"0700782
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",245,"U
","2
","0005580
","136
"
"0700782
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","03
","1
","
","
",245,"U
","2
","0005580
","136
"
"0700782
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",245,"U
","2
","0005580
","136
"
"0700784
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",241,"U
","2
","0005590
","136
"
"0700784
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","01
","1
","
","
",241,"U
","2
","0005590
","136
"
"0700784
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","02
","1
","
","
",241,"U
","2
","0005590
","136
"
"0700784
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","06
","1
","
","
",241,"U
","2
","0005590
","136
"
"0700784
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","05
","1
","
","
",241,"U
","2
","0005590
","136
"
"0700785
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",268,"U
","2
","0005600
","136
"
"0700785
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",268,"U
","2
","0005600
","136
"
"0700785
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","02
","1
","
","
",268,"U
","2
","0005600
","136
"
"0700785
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",4,"1
","2
","04
","1
","
","
",268,"U
","2
","0005600
","136
"
"0700826
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",227,"U
","2
","0005610
","136
"
"0700826
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","01
","1
","
","
",227,"U
","2
","0005610
","136
"
"0700826
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","02
","1
","
","
",227,"U
","2
","0005610
","136
"
"0700826
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",227,"U
","2
","0005610
","136
"
"0700826
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",227,"U
","2
","0005610
","136
"
"0700830
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",310,"U
","1
","0005620
","135
"
"0700830
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",310,"U
","1
","0005620
","135
"
"0700830
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","04
","1
","
","
",310,"U
","1
","0005620
","135
"
"0700830
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","03
","1
","
","
",310,"U
","1
","0005620
","135
"
"0700831
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",257,"U
","2
","0005630
","136
"
"0700831
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","02
","1
","
","
",257,"U
","2
","0005630
","136
"
"0700831
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","03
","1
","
","
",257,"U
","2
","0005630
","136
"
"0700831
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","05
","1
","
","
",257,"U
","2
","0005630
","136
"
"0700848
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",223,"U
","4
","0005640
","138
"
"0700848
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",223,"U
","4
","0005640
","138
"
"0700848
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","04
","1
","
","
",223,"U
","4
","0005640
","138
"
"0700848
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","01
","1
","
","
",223,"U
","4
","0005640
","138
"
"0700848
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",2,"1
","2
","03
","1
","
","
",223,"U
","4
","0005640
","138
"
"0700861
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","1
","
","
",282,"U
","2
","0005650
","136
"
"0700861
","03
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","04
","2
","02
","01
",282,"U
","2
","0005650
","136
"
"0700861
","04
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","06
","2
","03
","01
",282,"U
","2
","0005650
","136
"
"0700861
","05
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",3,"1
","2
","02
","1
","
","
",282,"U
","2
","0005650
","136
"
"0700863
","01
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","02
","1
","
","
",209,"U
","4
","0005660
","138
"
"0700863
","02
","07
","089
","0001
","12
","0216
","01
","0
",0,"-
",5,"1
","2
","05
","1
","
","
",209,"U
","4
","0005660
