"NOMBRE_CAMPO","NEMONICO","TIPO","LONGITUD","RANGO_CLAVES"
"Identificador de vivienda seleccionada","ID_VIV","Alfanumérico","11","0100001.001,…,3299999.999
"
"Identificador del informante seleccionado","ID_PER","Alfanumérico","14","0100001.001.01,..., 3299999.999.30
"
"Unidad Primaria de Muestreo ","UPM","Numérico","7","0100001…3299999
"
"Vivienda seleccionada","VIV_SEL","Numérico","2","01…09
"
"Número de renglón de la persona seleccionada","R_SEL","Numérico","2","01…30
"
"Clave Entidad","CVE_ENT","Numérico","2","01
"
"Clave Entidad","CVE_ENT","Numérico","2","02
"
"Clave Entidad","CVE_ENT","Numérico","2","03
"
"Clave Entidad","CVE_ENT","Numérico","2","04
"
"Clave Entidad","CVE_ENT","Numérico","2","05
"
"Clave Entidad","CVE_ENT","Numérico","2","06
"
"Clave Entidad","CVE_ENT","Numérico","2","07
"
"Clave Entidad","CVE_ENT","Numérico","2","08
"
"Clave Entidad","CVE_ENT","Numérico","2","09
"
"Clave Entidad","CVE_ENT","Numérico","2","10
"
"Clave Entidad","CVE_ENT","Numérico","2","11
"
"Clave Entidad","CVE_ENT","Numérico","2","12
"
"Clave Entidad","CVE_ENT","Numérico","2","13
"
"Clave Entidad","CVE_ENT","Numérico","2","14
"
"Clave Entidad","CVE_ENT","Numérico","2","15
"
"Clave Entidad","CVE_ENT","Numérico","2","16
"
"Clave Entidad","CVE_ENT","Numérico","2","17
"
"Clave Entidad","CVE_ENT","Numérico","2","18
"
"Clave Entidad","CVE_ENT","Numérico","2","19
"
"Clave Entidad","CVE_ENT","Numérico","2","20
"
"Clave Entidad","CVE_ENT","Numérico","2","21
"
"Clave Entidad","CVE_ENT","Numérico","2","22
"
"Clave Entidad","CVE_ENT","Numérico","2","23
"
"Clave Entidad","CVE_ENT","Numérico","2","24
"
"Clave Entidad","CVE_ENT","Numérico","2","25
"
"Clave Entidad","CVE_ENT","Numérico","2","26
"
"Clave Entidad","CVE_ENT","Numérico","2","27
"
"Clave Entidad","CVE_ENT","Numérico","2","28
"
"Clave Entidad","CVE_ENT","Numérico","2","29
"
"Clave Entidad","CVE_ENT","Numérico","2","30
"
"Clave Entidad","CVE_ENT","Numérico","2","31
"
"Clave Entidad","CVE_ENT","Numérico","2","32
"
"Nombre de la Entidad","NOM_ENT","Alfanumérico","250","Texto mínimo 2 caracteres
"
"Clave Municipio","CVE_MUN","Numérico","3","001...570
"
"Nombre del Municipio","NOM_MUN","Alfanumérico","250","Texto mínimo 2 caracteres
"
"Localidad","LOC","Numérico","4","0000…1600
"
"Ciudad","CD","Numérico","2","01
"
"Ciudad","CD","Numérico","2","02
"
"Ciudad","CD","Numérico","2","03
"
"Ciudad","CD","Numérico","2","04
"
"Ciudad","CD","Numérico","2","05
"
"Ciudad","CD","Numérico","2","06
"
"Ciudad","CD","Numérico","2","07
"
"Ciudad","CD","Numérico","2","08
"
"Ciudad","CD","Numérico","2","09
"
"Ciudad","CD","Numérico","2","10
"
"Ciudad","CD","Numérico","2","11
"
"Ciudad","CD","Numérico","2","12
"
"Ciudad","CD","Numérico","2","13
"
"Ciudad","CD","Numérico","2","14
"
"Ciudad","CD","Numérico","2","19
"
"Ciudad","CD","Numérico","2","20
"
"Ciudad","CD","Numérico","2","21
"
"Ciudad","CD","Numérico","2","22
"
"Ciudad","CD","Numérico","2","23
"
"Ciudad","CD","Numérico","2","25
"
"Ciudad","CD","Numérico","2","26
"
"Ciudad","CD","Numérico","2","27
"
"Ciudad","CD","Numérico","2","28
"
"Ciudad","CD","Numérico","2","29
"
"Ciudad","CD","Numérico","2","30
"
"Ciudad","CD","Numérico","2","31
"
"Ciudad","CD","Numérico","2","32
"
"Ciudad","CD","Numérico","2","33
"
"Ciudad","CD","Numérico","2","35
"
"Ciudad","CD","Numérico","2","36
"
"Ciudad","CD","Numérico","2","37
"
"Ciudad","CD","Numérico","2","38
"
"Ciudad","CD","Numérico","2","39
"
"Ciudad","CD","Numérico","2","40
"
"Ciudad","CD","Numérico","2","41
"
"Ciudad","CD","Numérico","2","42
"
"Ciudad","CD","Numérico","2","43
"
"Ciudad","CD","Numérico","2","44
"
"Ciudad","CD","Numérico","2","45
"
"Ciudad","CD","Numérico","2","46
"
"Ciudad","CD","Numérico","2","47
"
"Ciudad","CD","Numérico","2","48
"
"Ciudad","CD","Numérico","2","49
"
"Ciudad","CD","Numérico","2","50
"
"Ciudad","CD","Numérico","2","51
"
"Ciudad","CD","Numérico","2","52
"
"Ciudad","CD","Numérico","2","53
"
"Ciudad","CD","Numérico","2","54
"
"Ciudad","CD","Numérico","2","55
"
"Ciudad","CD","Numérico","2","56
"
"Ciudad","CD","Numérico","2","57
"
"Ciudad","CD","Numérico","2","58
"
"Ciudad","CD","Numérico","2","59
"
"Ciudad","CD","Numérico","2","60
"
"Ciudad","CD","Numérico","2","61
"
"Ciudad","CD","Numérico","2","62
"
"Ciudad","CD","Numérico","2","63
"
"Ciudad","CD","Numérico","2","64
"
"Ciudad","CD","Numérico","2","65
"
"Ciudad","CD","Numérico","2","66
"
"Ciudad","CD","Numérico","2","67
"
"Ciudad","CD","Numérico","2","68
"
"Ciudad","CD","Numérico","2","69
"
"Ciudad","CD","Numérico","2","70
"
"Ciudad","CD","Numérico","2","71
"
"Ciudad","CD","Numérico","2","72
"
"Ciudad","CD","Numérico","2","73
"
"Ciudad","CD","Numérico","2","74
"
"Ciudad","CD","Numérico","2","75
"
"Ciudad","CD","Numérico","2","76
"
"Ciudad","CD","Numérico","2","77
"
"Ciudad","CD","Numérico","2","78
"
"Ciudad","CD","Numérico","2","79
"
"Ciudad","CD","Numérico","2","80
"
"Ciudad","CD","Numérico","2","81
"
"Ciudad","CD","Numérico","2","82
"
"Ciudad","CD","Numérico","2","83
"
"Ciudad","CD","Numérico","2","84
"
"Ciudad","CD","Numérico","2","85
"
"Ciudad","CD","Numérico","2","86
"
"Ciudad","CD","Numérico","2","87
"
"Ciudad","CD","Numérico","2","88
"
"Ciudad","CD","Numérico","2","89
"
"Ciudad","CD","Numérico","2","90
"
"Ciudad","CD","Numérico","2","91
"
"Nombre de la Ciudad","NOM_CD","Alfanumérico","250","Texto mínimo 2 caracteres
"
"Periodo de la entrevista","PER","Numérico","4","0121
"
"Resultado definitivo","R_DEF","Numérico","2","01
"
"Hogar mudado","H_MUD","Numérico","1","0
"
"Hogar mudado","H_MUD","Numérico","1","1
"
"Hogar mudado","H_MUD","Numérico","1","2
"
