PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,NOM,C_RES,PAR,SEX,EDA,F_NAC,ALF,I_NIV,I_ANIO,A_ESC,E_CON,C_ACT,OCU,A_ECO,POS,I_PER,ING,R_DEF_MOD,ELEGIDO,FACTOR,FAC_P18,UPM_DIS,EDIS
","4
","1
","0
","03
","-
","1
","4
","2
","62
","-
","1
","06
","3
","2
","4
","07
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","1
","1
","0
","01
","-
","1
","1
","1
","44
","-
","1
","03
","3
","2
","5
","01
","5
","5
","3
","1
","009999
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","4
","1
","0
","06
","-
","1
","3
","2
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","4
","1
","0
","01
","-
","1
","1
","1
","28
","-
","1
","03
","3
","2
","5
","01
","4
","5
","3
","1
","000900
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","4
","1
","0
","02
","-
","1
","2
","2
","27
","-
","1
","04
","2
","2
","5
","01
","7
","2
","3
","1
","001000
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","4
","1
","0
","04
","-
","1
","6
","1
","20
","-
","1
","06
","3
","1
","6
","01
","5
","4
","3
","1
","002000
","00
","1
",6409,16697,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","2
","1
","0
","03
","-
","1
","3
","2
","14
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","2
","1
","0
","02
","-
","1
","2
","2
","37
","-
","1
","04
","3
","2
","5
","01
","7
","2
","3
","1
","002000
","00
","1
",6409,16697,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","2
","1
","0
","04
","-
","1
","3
","2
","16
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","2
","1
","0
","01
","-
","1
","1
","1
","40
","-
","1
","04
","3
","2
","5
","01
","7
","2
","3
","1
","002000
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","2
","1
","0
","05
","-
","3
","5
","1
","00
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","3
","1
","0
","02
","-
","1
","3
","2
","15
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","3
","1
","0
","01
","-
","1
","1
","2
","38
","-
","1
","03
","3
","2
","2
","01
","7
","2
","3
","1
","000900
","00
","1
",6409,16697,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","3
","1
","0
","04
","-
","1
","3
","1
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","3
","1
","0
","03
","-
","1
","3
","2
","10
","-
","2
","00
","
","1
","
","
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","1
","1
","0
","04
","-
","1
","3
","1
","17
","-
","1
","04
","2
","1
","6
","06
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","1
","1
","0
","03
","-
","1
","3
","2
","23
","-
","1
","04
","3
","1
","6
","01
","3
","5
","3
","1
","009999
","00
","1
",6409,16697,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","1
","1
","0
","02
","-
","1
","2
","2
","43
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","3
","11A145
","08
","40412
","4
","1
","0
","05
","-
","1
","3
","1
","06
","-
","2
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",6409,0,"00098
","11
"
"0315
","8
","12B128
","09
","00540
","3
","1
","1
","03
","-
","1
","3
","2
","17
","-
","1
","04
","2
","1
","6
","06
","
","
","
","
","
","00
","
",15069,0,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","3
","1
","1
","02
","-
","1
","2
","2
","51
","-
","1
","04
","3
","2
","5
","07
","
","
","
","
","
","00
","
",15069,0,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","4
","1
","0
","01
","-
","1
","1
","1
","62
","-
","1
","03
","3
","2
","5
","08
","
","
","
","
","
","00
","1
",15069,15279,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","1
","1
","0
","04
","-
","1
","3
","1
","24
","-
","1
","04
","3
","2
","6
","01
","3
","7
","3
","2
","005000
","00
","1
",15069,45837,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","1
","1
","0
","01
","-
","1
","1
","2
","48
","-
","1
","04
","3
","2
","6
","01
","5
","5
","3
","2
","999999
","00
","
",15069,0,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","1
","1
","0
","03
","-
","1
","6
","1
","74
","-
","1
","07
","5
","2
","4
","07
","
","
","
","
","
","00
","
",15069,0,"00099
","12
"
"0315
","5
","12B128
","09
","00540
","1
","1
","0
","02
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",15069,0,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","2
","1
","1
","01
","-
","1
","1
","2
","43
","-
","1
","07
","4
","2
","5
","01
","5
","5
","3
","2
","999999
","00
","1
",15069,30558,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","2
","1
","1
","03
","-
","1
","3
","1
","14
","-
","1
","03
","1
","2
","6
","01
","5
","5
","3
","2
","999999
","00
","
",15069,0,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","2
","1
","1
","02
","-
","1
","2
","1
","43
","-
","1
","07
","4
","2
","5
","07
","
","
","
","
","
","00
","
",15069,0,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","3
","1
","1
","01
","-
","1
","1
","1
","55
","-
","1
","04
","3
","2
","5
","01
","5
","5
","3
","2
","999999
","00
","1
",15069,30558,"00099
","12
"
"0315
","8
","12B128
","09
","00540
","3
","1
","1
","04
","-
","1
","3
","1
","13
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",15069,0,"00099
","12
"
"0315
","8
","13B128
","09
","00611
","4
","1
","0
","01
","-
","1
","1
","2
","69
","-
","1
","04
","3
","2
","6
","08
","
","
","
","
","
","00
","1
",13428,13841,"00100
","13
"
"0315
","8
","13B128
","09
","00611
","3
","1
","0
","02
","-
","1
","3
","1
","32
","-
","1
","07
","5
","2
","6
","01
","1
","7
","3
","2
","999999
","00
","
",13428,0,"00100
","13
"
"0315
","8
","13B128
","09
","00611
","3
","1
","0
","01
","-
","1
","1
","2
","66
","-
","1
","06
","3
","2
","4
","08
","
","
","
","
","
","00
","1
",13428,27682,"00100
","13
"
"0315
","8
","13B128
","09
","00611
","2
","1
","0
","01
","-
","1
","1
","1
","58
","-
","1
","07
","5
","2
","1
","01
","1
","7
","3
","2
","999999
","00
","
",13428,0,"00100
","13
"
"0315
","8
","13B128
","09
","00611
","2
","1
","0
","02
","-
","1
","2
","2
","61
","-
","1
","07
","4
","2
","1
","01
","1
","5
","2
","2
","999999
","00
","1
",13428,27682,"00100
","13
"
"0315
","8
","13B128
","09
","00611
","1
","1
","0
","01
","-
","1
","1
","2
","30
","-
","1
","04
","3
","2
","6
","01
","5
","5
","3
","2
","999999
","00
","1
",13428,13841,"00100
","13
"
"0315
","5
","11B128
","09
","00652
","1
","1
","0
","05
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","4
","1
","0
","02
","-
","1
","2
","2
","31
","-
","1
","04
","3
","2
","5
","07
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","4
","1
","0
","01
","-
","1
","1
","1
","37
","-
","1
","04
","2
","2
","5
","01
","3
","3
","3
","2
","004000
","00
","1
",11292,22849,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","4
","1
","0
","03
","-
","1
","3
","2
","06
","-
","2
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","3
","1
","0
","02
","-
","1
","4
","2
","87
","-
","1
","00
","
","2
","2
","07
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","5
","11B128
","09
","00652
","1
","1
","0
","04
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","4
","1
","0
","04
","-
","1
","3
","2
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","1
","1
","0
","01
","-
","1
","1
","1
","79
","-
","1
","02
","4
","2
","5
","09
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","1
","1
","0
","02
","-
","1
","2
","2
","69
","-
","1
","02
","4
","2
","5
","07
","
","
","
","
","
","00
","1
",11292,34274,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","1
","1
","0
","03
","-
","1
","3
","2
","40
","-
","1
","07
","4
","2
","5
","07
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","1
","1
","0
","06
","-
","1
","5
","1
","15
","-
","1
","03
","1
","1
","6
","06
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","2
","1
","0
","02
","-
","1
","2
","1
","41
","-
","1
","07
","4
","2
","5
","01
","3
","5
","3
","3
","015000
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","2
","1
","0
","03
","-
","1
","3
","1
","06
","-
","1
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",11292,0,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","2
","1
","0
","01
","-
","1
","1
","2
","50
","-
","1
","04
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",11292,22849,"00101
","11
"
"0315
","8
","11B128
","09
","00652
","3
","1
","0
","01
","-
","1
","1
","2
","59
","-
","1
","04
","3
","2
","4
","08
","
","
","
","
","
","00
","1
",11292,22849,"00101
","11
"
"0315
","8
","12B128
","09
","00884
","1
","1
","1
","01
","-
","1
","1
","1
","44
","-
","1
","07
","4
","2
","6
","01
","5
","5
","3
","2
","999999
","00
","1
",23826,24158,"00102
","12
"
"0315
","8
","12B128
","09
","00884
","3
","1
","0
","01
","-
","1
","1
","2
","66
","-
","1
","02
","6
","2
","4
","08
","
","
","
","
","
","00
","1
",23826,24158,"00102
","12
"
"0315
","8
","12B128
","09
","00884
","4
","1
","1
","02
","-
","1
","3
","2
","09
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",23826,0,"00102
","12
"
"0315
","8
","12B128
","09
","00884
","4
","1
","1
","03
","-
","1
","4
","1
","81
","-
","1
","08
","2
","2
","6
","08
","
","
","
","
","
","00
","
",23826,0,"00102
","12
"
"0315
","8
","12B128
","09
","00884
","4
","1
","1
","01
","-
","1
","1
","1
","57
","-
","1
","08
","4
","2
","3
","01
","5
","5
","3
","2
","999999
","00
","1
",23826,48317,"00102
","12
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","02
","-
","1
","2
","2
","50
","-
","1
","02
","6
","2
","5
","01
","5
","5
","3
","1
","000650
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","3
","1
","0
","03
","-
","1
","3
","2
","13
","-
","1
","02
","5
","1
","6
","06
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","06
","-
","1
","5
","1
","09
","-
","1
","02
","2
","1
","
","
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","08
","-
","1
","5
","2
","03
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","05
","-
","1
","3
","1
","25
","-
","1
","03
","2
","2
","6
","01
","5
","5
","3
","1
","000600
","00
","1
",15994,80909,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","4
","1
","0
","04
","-
","1
","3
","2
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","4
","1
","0
","01
","-
","1
","1
","1
","30
","-
","1
","03
","3
","2
","1
","01
","5
","5
","3
","1
","001300
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","4
","1
","0
","05
","-
","1
","3
","1
","08
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","4
","1
","0
","03
","-
","1
","3
","2
","11
","-
","1
","02
","4
","1
","
","
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","4
","1
","0
","02
","-
","1
","2
","2
","30
","-
","1
","03
","3
","2
","1
","07
","
","
","
","
","
","00
","1
",15994,32364,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","3
","1
","0
","01
","-
","1
","1
","1
","56
","-
","1
","02
","6
","2
","5
","01
","5
","5
","3
","1
","000800
","00
","1
",15994,32364,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","03
","-
","1
","3
","2
","28
","-
","1
","03
","1
","2
","1
","01
","4
","4
","3
","2
","000900
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","01
","-
","1
","1
","1
","55
","-
","1
","02
","6
","2
","5
","01
","6
","1
","3
","1
","001200
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","04
","-
","1
","5
","1
","30
","-
","1
","03
","2
","2
","1
","01
","4
","4
","3
","2
","999999
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","2
","1
","0
","01
","-
","1
","1
","1
","64
","-
","1
","03
","3
","2
","5
","08
","
","
","
","
","
","00
","1
",15994,32364,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","2
","1
","0
","02
","-
","1
","2
","2
","62
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","3
","1
","0
","02
","-
","1
","2
","2
","55
","-
","1
","03
","3
","2
","5
","01
","5
","5
","3
","1
","000650
","00
","
",15994,0,"00103
","11
"
"0315
","8
","11B128
","09
","01054
","1
","1
","0
","07
","-
","1
","5
","1
","07
","-
","1
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",15994,0,"00103
","11
"
"0315
","8
","13B128
","09
","01087
","3
","1
","0
","01
","-
","1
","1
","2
","75
","-
","1
","05
","3
","2
","4
","08
","
","
","
","
","
","00
","1
",13269,27354,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","2
","1
","0
","01
","-
","1
","1
","1
","75
","-
","1
","07
","5
","2
","6
","08
","
","
","
","
","
","00
","1
",13269,13677,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","1
","1
","0
","03
","-
","1
","3
","2
","23
","-
","1
","07
","2
","1
","6
","06
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","1
","1
","0
","02
","-
","1
","3
","1
","25
","-
","1
","07
","3
","1
","6
","06
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","1
","1
","0
","01
","-
","1
","1
","2
","51
","-
","1
","07
","4
","2
","6
","01
","1
","5
","3
","2
","999999
","00
","1
",13269,41031,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","4
","1
","0
","04
","-
","1
","5
","2
","25
","-
","1
","06
","3
","2
","1
","07
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","4
","1
","0
","02
","-
","1
","3
","2
","25
","-
","1
","03
","1
","2
","6
","07
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","4
","1
","0
","01
","-
","1
","1
","2
","41
","-
","1
","02
","4
","2
","6
","01
","4
","4
","2
","1
","999999
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","4
","1
","0
","05
","-
","1
","5
","1
","05
","-
","2
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","3
","1
","0
","02
","-
","1
","7
","1
","72
","-
","1
","02
","2
","2
","6
","08
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","4
","1
","0
","06
","-
","1
","5
","1
","06
","-
","2
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",13269,0,"00104
","13
"
"0315
","8
","13B128
","09
","01087
","4
","1
","0
","03
","-
","1
","3
","1
","21
","-
","1
","03
","1
","2
","1
","01
","4
","4
","2
","1
","999999
","00
","1
",13269,54709,"00104
","13
"
"0315
","8
","12B128
","09
","01224
","4
","1
","0
","01
","-
","1
","1
","2
","47
","-
","1
","03
","3
","2
","5
","01
","5
","5
","3
","1
","999999
","00
","1
",8326,8442,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","4
","1
","0
","05
","-
","1
","3
","2
","13
","-
","1
","02
","5
","1
","6
","06
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","04
","-
","1
","3
","1
","28
","-
","1
","07
","5
","2
","5
","01
","4
","4
","2
","1
","999999
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","02
","-
","1
","2
","2
","41
","-
","1
","03
","3
","2
","5
","01
","3
","7
","3
","2
","999999
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","03
","-
","1
","3
","2
","22
","-
","1
","07
","5
","2
","6
","07
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","08
","-
","1
","5
","1
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","07
","-
","1
","7
","1
","64
","-
","1
","04
","3
","2
","2
","01
","5
","5
","3
","1
","999999
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","05
","-
","1
","3
","1
","21
","-
","1
","07
","5
","1
","6
","06
","
","
","
","
","
","00
","1
",8326,59095,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","06
","-
","1
","5
","2
","22
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","1
","1
","1
","01
","-
","1
","1
","1
","48
","-
","1
","02
","6
","2
","5
","01
","3
","7
","3
","2
","999999
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","2
","1
","0
","01
","-
","1
","1
","1
","57
","-
","1
","03
","3
","2
","5
","01
","4
","4
","3
","1
","999999
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","2
","1
","0
","02
","-
","1
","2
","2
","57
","-
","1
","02
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",8326,16884,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","3
","1
","0
","01
","-
","1
","1
","2
","84
","-
","1
","07
","6
","2
","2
","07
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","8
","12B128
","09
","01224
","3
","1
","0
","02
","-
","1
","3
","1
","44
","-
","1
","07
","5
","2
","6
","01
","5
","5
","3
","1
","999999
","00
","1
",8326,16884,"00105
","12
"
"0315
","5
","12B128
","09
","01224
","4
","1
","0
","02
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","5
","12B128
","09
","01224
","4
","1
","0
","03
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","5
","12B128
","09
","01224
","4
","1
","0
","04
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",8326,0,"00105
","12
"
"0315
","8
","11B128
","09
","01492
","3
","1
","1
","01
","-
","1
","1
","1
","42
","-
","1
","03
","3
","2
","5
","01
","5
","5
","4
","1
","001000
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","4
","1
","1
","01
","-
","1
","1
","1
","44
","-
","1
","02
","6
","2
","1
","01
","4
","4
","2
","1
","001000
","00
","1
",10941,33209,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","1
","1
","1
","02
","-
","1
","2
","2
","60
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","1
","1
","1
","03
","-
","1
","3
","2
","33
","-
","1
","04
","3
","2
","6
","01
","3
","7
","3
","2
","003500
","00
","1
",10941,44278,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","1
","1
","1
","01
","-
","1
","1
","1
","59
","-
","1
","07
","4
","2
","5
","01
","3
","5
","3
","2
","008000
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","1
","1
","1
","04
","-
","1
","3
","1
","30
","-
","1
","04
","3
","2
","6
","01
","3
","5
","3
","2
","003000
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","2
","1
","1
","02
","-
","1
","2
","2
","49
","-
","1
","07
","3
","2
","5
","01
","1
","7
","3
","2
","999999
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","2
","1
","1
","01
","-
","1
","1
","1
","58
","-
","1
","07
","3
","2
","5
","01
","1
","5
","2
","1
","999999
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","2
","1
","1
","03
","-
","1
","3
","1
","21
","-
","1
","07
","3
","1
","6
","06
","
","
","
","
","
","00
","1
",10941,33209,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","4
","1
","1
","04
","-
","1
","5
","1
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","3
","1
","1
","04
","-
","1
","3
","2
","14
","-
","1
","03
","2
","1
","6
","06
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","3
","1
","1
","05
","-
","1
","3
","2
","09
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","3
","1
","1
","03
","-
","1
","3
","2
","18
","-
","1
","04
","3
","2
","6
","07
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","3
","1
","1
","02
","-
","1
","2
","2
","43
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",10941,33209,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","4
","1
","1
","02
","-
","1
","2
","2
","42
","-
","1
","02
","6
","2
","1
","07
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","4
","1
","1
","03
","-
","1
","3
","2
","20
","-
","1
","04
","2
","2
","6
","07
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","11B128
","09
","01492
","4
","1
","1
","05
","-
","1
","5
","1
","00
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",10941,0,"00106
","11
"
"0315
","8
","12B128
","09
","01497
","3
","1
","0
","01
","-
","1
","1
","1
","41
","-
","1
","04
","3
","2
","6
","01
","1
","5
","3
","1
","999999
","00
","1
",25344,25697,"00107
","12
"
"0315
","8
","12B128
","09
","01497
","1
","1
","0
","01
","-
","1
","1
","1
","46
","-
","1
","04
","3
","2
","6
","01
","5
","5
","3
","1
","999999
","00
","1
",25344,25697,"00107
","12
"
"0315
","7
","12A131
","09
","40128
","2
","1
","0
","04
","-
","1
","9
","2
","35
","-
","1
","03
","3
","2
","6
","01
","5
","5
","3
","2
","999999
","00
","
",16728,0,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","2
","1
","0
","01
","-
","1
","1
","1
","71
","-
","1
","07
","5
","2
","5
","01
","1
","4
","3
","2
","999999
","00
","
",16728,0,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","2
","1
","0
","02
","-
","1
","2
","2
","57
","-
","1
","06
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",16728,67845,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","2
","1
","0
","05
","-
","1
","9
","2
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",16728,0,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","2
","1
","0
","03
","-
","1
","4
","2
","89
","-
","1
","02
","6
","2
","4
","07
","
","
","
","
","
","00
","
",16728,0,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","1
","1
","0
","03
","-
","1
","3
","1
","33
","-
","1
","07
","5
","2
","6
","01
","1
","5
","3
","2
","999999
","00
","
",16728,0,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","1
","1
","0
","02
","-
","1
","2
","2
","52
","-
","1
","07
","4
","2
","5
","07
","
","
","
","
","
","00
","1
",16728,50884,"00108
","12
"
"0315
","7
","12A131
","09
","40128
","1
","1
","0
","01
","-
","1
","1
","1
","53
","-
","1
","07
","4
","2
","5
","01
","1
","5
","3
","2
","999999
","00
","
",16728,0,"00108
","12
"
"0315
","6
","11A132
","09
","40198
","3
","1
","0
","05
","-
","1
","3
","2
","08
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","2
","1
","0
","03
","-
","1
","3
","2
","14
","-
","1
","02
","6
","1
","6
","06
","
","
","
","
","
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","2
","1
","0
","02
","-
","1
","2
","2
","35
","-
","1
","03
","3
","2
","1
","07
","
","
","
","
","
","00
","1
",7035,18328,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","1
","1
","0
","03
","-
","1
","3
","1
","23
","-
","1
","07
","3
","1
","6
","06
","
","
","
","
","
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","1
","1
","0
","04
","-
","1
","3
","1
","18
","-
","1
","04
","2
","1
","6
","06
","
","
","
","
","
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","1
","1
","0
","02
","-
","1
","2
","2
","42
","-
","1
","06
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",7035,18328,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","1
","1
","0
","01
","-
","1
","1
","1
","42
","-
","1
","06
","3
","2
","5
","01
","1
","5
","2
","1
","001200
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","2
","1
","0
","05
","-
","1
","3
","1
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
","09
","40198
","3
","1
","0
","03
","-
","1
","3
","1
","15
","-
","1
","03
","1
","1
","5
","06
","
","
","
","
","
","00
","
",7035,0,"00109
","11
"
"0315
","6
","11A132
