PER,N_ENT,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,NOM,C_RES,PAR,SEX,EDA,F_NAC,ALF,I_NIV,I_ANIO,A_ESC,E_CON,C_ACT,OCU,A_ECO,POS,I_PER,ING,R_DEF_MOD,ELEGIDO,FACTOR,FAC_P18,UPM_DIS,EDIS
","1
","02
","5
","1
","
","
","
","
","
","
","
","00
","
",8053,0,"00043
","13
"
"0615
","4
","11A147
","04
","40246
","3
","1
","0
","02
","-
","1
","2
","2
","57
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","00
","1
",6408,16506,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","4
","1
","0
","04
","-
","1
","5
","2
","20
","-
","1
","02
","3
","2
","6
","07
","
","
","
","
","
","00
","
",6408,0,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","4
","1
","0
","03
","-
","1
","3
","2
","41
","-
","1
","02
","6
","2
","6
","07
","
","
","
","
","
","00
","
",6408,0,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","4
","1
","0
","02
","-
","1
","2
","2
","75
","-
","2
","00
","
","2
","1
","01
","5
","5
","2
","1
","001000
","00
","
",6408,0,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","4
","1
","0
","01
","-
","1
","1
","1
","69
","-
","1
","02
","2
","2
","1
","08
","
","
","
","
","
","00
","1
",6408,16506,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","1
","1
","0
","01
","-
","1
","1
","1
","40
","-
","1
","02
","6
","2
","1
","01
","7
","3
","3
","1
","001000
","00
","1
",6408,16506,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","2
","1
","0
","03
","-
","1
","3
","2
","16
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",6408,0,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","2
","1
","0
","02
","-
","1
","2
","2
","42
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","00
","
",6408,0,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","2
","1
","0
","01
","-
","1
","1
","1
","42
","-
","1
","04
","3
","2
","5
","01
","1
","5
","3
","2
","003500
","00
","1
",6408,16506,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","2
","1
","0
","04
","-
","1
","3
","1
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",6408,0,"00044
","11
"
"0615
","4
","11A147
","04
","40246
","3
","1
","0
","01
","-
","1
","1
","1
","52
","-
","1
","02
","6
","2
","5
","01
","5
","3
","3
","1
","002000
","00
","
",6408,0,"00044
","11
"
"0615
","7
","12A134
","04
","40338
","4
","1
","0
","01
","-
","1
","1
","1
","54
","-
","1
","02
","4
","2
","5
","01
","7
","3
","3
","1
","000800
","00
","1
",8753,21787,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","4
","1
","0
","02
","-
","1
","2
","2
","53
","-
","1
","02
","5
","2
","5
","01
","5
","5
","3
","1
","000500
","00
","
",8753,0,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","2
","1
","0
","02
","-
","1
","2
","2
","65
","-
","2
","00
","
","2
","5
","01
","4
","4
","2
","1
","000200
","00
","1
",8753,21787,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","2
","1
","0
","01
","-
","1
","1
","1
","69
","-
","2
","02
","1
","2
","5
","07
","
","
","
","
","
","00
","
",8753,0,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","1
","1
","0
","01
","-
","1
","1
","2
","61
","-
","2
","00
","
","2
","4
","07
","
","
","
","
","
","00
","1
",8753,21787,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","1
","1
","0
","02
","-
","1
","3
","1
","28
","-
","1
","03
","3
","2
","6
","01
","4
","4
","5
","1
","001000
","00
","
",8753,0,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","3
","1
","1
","02
","-
","1
","2
","2
","58
","-
","2
","00
","
","2
","1
","07
","
","
","
","
","
","00
","1
",8753,21787,"00045
","12
"
"0615
","7
","12A134
","04
","40338
","3
","1
","1
","01
","-
","1
","1
","1
","57
","-
","1
","02
","2
","2
","1
","03
","5
","5
","2
","1
","000700
","00
","
",8753,0,"00045
","12
"
"0615
","3
","12A148
","04
","40358
","3
","1
","0
","02
","-
","1
","2
","2
","43
","-
","1
","07
","4
","2
","5
","01
","3
","7
","3
","2
","004500
","00
","1
",6823,16983,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","3
","1
","0
","04
","-
","1
","3
","2
","12
","-
","1
","02
","6
","1
","6
","06
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","3
","1
","0
","03
","-
","1
","3
","1
","19
","-
","1
","04
","3
","1
","6
","06
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","3
","1
","0
","01
","-
","1
","1
","1
","45
","-
","1
","07
","3
","2
","5
","01
","1
","5
","2
","1
","001800
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","2
","1
","0
","03
","-
","1
","3
","2
","21
","-
","1
","04
","3
","2
","6
","05
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","2
","1
","0
","02
","-
","1
","2
","2
","44
","-
","1
","06
","3
","2
","5
","01
","4
","4
","3
","2
","999999
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","2
","1
","0
","01
","-
","1
","1
","1
","43
","-
","1
","03
","1
","2
","5
","01
","5
","5
","3
","2
","002000
","00
","1
",6823,16983,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","1
","1
","0
","03
","-
","1
","7
","2
","21
","-
","1
","04
","3
","1
","6
","06
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","1
","1
","0
","01
","-
","1
","1
","2
","39
","-
","1
","04
","3
","2
","3
","01
","4
","4
","2
","1
","004500
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","1
","1
","0
","06
","-
","1
","3
","2
","09
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","1
","1
","0
","04
","-
","1
","7
","2
","22
","-
","1
","04
","3
","1
","6
","06
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","1
","1
","0
","02
","-
","1
","7
","1
","21
","-
","1
","07
","1
","1
","6
","02
","4
","4
","6
","5
","
","00
","1
",6823,16983,"00046
","12
"
"0615
","3
","12A148
","04
","40358
","1
","1
","0
","05
","-
","1
","3
","1
","05
","-
","1
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",6823,0,"00046
","12
"
"0615
","2
","12B141
","05
","40132
","1
","1
","0
","04
","-
","1
","3
","1
","18
","-
","1
","03
","1
","2
","6
","01
","7
","2
","3
","1
","001200
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","1
","1
","0
","01
","-
","1
","1
","1
","51
","-
","1
","03
","3
","2
","5
","01
","5
","5
","3
","1
","999999
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","3
","1
","0
","02
","-
","1
","2
","2
","39
","-
","1
","03
","3
","2
","1
","01
","5
","5
","3
","2
","002100
","00
","1
",7860,19564,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","3
","1
","0
","01
","-
","1
","1
","1
","39
","-
","1
","03
","3
","2
","1
","01
","5
","3
","4
","1
","000600
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","03
","-
","1
","3
","1
","11
","-
","1
","02
","5
","1
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","06
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","05
","-
","1
","3
","2
","07
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","08
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","01
","-
","1
","1
","1
","31
","-
","1
","02
","6
","2
","1
","01
","5
","3
","3
","1
","999999
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","04
","-
","1
","3
","1
","10
","-
","1
","02
","4
","1
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","02
","-
","1
","2
","2
","34
","-
","1
","03
","3
","2
","1
","07
","
","
","
","
","
","00
","1
",7860,19564,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","4
","1
","0
","07
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","2
","1
","0
","02
","-
","1
","2
","2
","72
","-
","1
","00
","
","2
","5
","07
","
","
","
","
","
","00
","1
",7860,19564,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","1
","1
","0
","03
","-
","1
","3
","1
","23
","-
","1
","03
","3
","2
","6
","01
","7
","2
","3
","1
","001200
","00
","1
",7860,19564,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","1
","1
","0
","05
","-
","1
","3
","2
","17
","-
","1
","03
","3
","2
","6
","07
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","1
","1
","0
","06
","-
","1
","3
","2
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","1
","1
","0
","02
","-
","1
","2
","2
","41
","-
","1
","02
","5
","2
","5
","07
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","2
","1
","0
","01
","-
","1
","1
","1
","72
","-
","1
","02
","1
","2
","5
","04
","
","
","
","
","
","00
","
",7860,0,"00047
","12
"
"0615
","2
","12B141
","05
","40132
","2
","1
","0
","03
","-
","1
","3
","1
","44
","-
","1
","02
","2
","2
","6
","01
","5
","5
","3
","1
","000800
","00
","
",7860,0,"00047
","12
"
"0615
","6
","12A135
","05
","40137
","1
","1
","0
","05
","-
","1
","3
","2
","08
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","15
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","4
","1
","0
","03
","-
","3
","3
","2
","19
","-
","1
","07
","1
","1
","6
","06
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","4
","1
","0
","01
","-
","1
","1
","1
","48
","-
","1
","04
","2
","2
","2
","01
","7
","2
","3
","1
","001500
","00
","1
",6332,15761,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","1
","1
","0
","06
","-
","1
","3
","2
","05
","-
","2
","00
","
","2
","
","
","
","
","
","
","
","15
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","1
","1
","0
","03
","-
","1
","3
","1
","16
","-
","1
","03
","2
","2
","6
","01
","5
","5
","3
","1
","001200
","15
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","1
","1
","0
","02
","-
","1
","2
","2
","34
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","15
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","1
","1
","0
","04
","-
","1
","3
","2
","12
","-
","1
","02
","3
","1
","6
","06
","
","
","
","
","
","15
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","1
","1
","0
","01
","-
","1
","1
","1
","38
","-
","1
","02
","6
","2
","5
","01
","7
","2
","3
","1
","001700
","15
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","3
","1
","0
","01
","-
","1
","1
","2
","43
","-
","1
","04
","1
","2
","5
","01
","5
","5
","3
","1
","001500
","00
","1
",6332,15761,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","3
","1
","0
","04
","-
","1
","3
","1
","11
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","3
","1
","0
","03
","-
","1
","3
","1
","16
","-
","1
","03
","2
","1
","6
","06
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","3
","1
","0
","02
","-
","1
","2
","1
","36
","-
","1
","02
","3
","2
","5
","01
","5
","7
","3
","2
","002800
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","2
","1
","0
","01
","-
","1
","1
","1
","32
","-
","1
","03
","3
","2
","5
","01
","7
","2
","3
","1
","001800
","00
","1
",6332,15761,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","2
","1
","0
","04
","-
","1
","3
","1
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","2
","1
","0
","02
","-
","1
","2
","2
","33
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","2
","1
","0
","03
","-
","1
","3
","2
","05
","-
","1
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","6
","12A135
","05
","40137
","4
","1
","0
","02
","-
","1
","3
","1
","18
","-
","1
","04
","2
","1
","6
","06
","
","
","
","
","
","00
","
",6332,0,"00048
","12
"
"0615
","8
","13A133
","05
","40231
","3
","1
","0
","01
","-
","1
","1
","1
","29
","-
","1
","07
","4
","1
","6
","01
","1
","2
","3
","2
","999999
","00
","1
",7969,19550,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","4
","1
","0
","02
","-
","1
","2
","2
","59
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","4
","1
","0
","03
","-
","1
","3
","1
","32
","-
","1
","04
","3
","2
","6
","01
","7
","2
","3
","1
","001500
","00
","1
",7969,19550,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","4
","1
","0
","01
","-
","1
","1
","1
","58
","-
","1
","02
","6
","2
","5
","01
","4
","4
","2
","1
","999999
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","2
","1
","0
","05
","-
","1
","3
","1
","26
","-
","1
","04
","3
","2
","6
","01
","4
","4
","3
","2
","999999
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","2
","1
","0
","02
","-
","1
","2
","2
","43
","-
","1
","03
","3
","2
","5
","01
","7
","2
","3
","1
","001200
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","1
","1
","0
","02
","-
","1
","2
","1
","82
","-
","1
","02
","1
","2
","5
","08
","
","
","
","
","
","00
","
",7969,0,"00049
","13
"
"0615
","5
","13A133
","05
","40231
","1
","1
","0
","03
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","2
","1
","0
","04
","-
","1
","3
","2
","10
","-
","1
","02
","2
","1
","
","
","
","
","
","
","
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","2
","1
","0
","01
","-
","1
","1
","1
","50
","-
","1
","03
","3
","2
","5
","09
","
","
","
","
","
","00
","1
",7969,19550,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","2
","1
","0
","03
","-
","1
","3
","2
","13
","-
","1
","02
","5
","1
","6
","06
","
","
","
","
","
","00
","
",7969,0,"00049
","13
"
"0615
","8
","13A133
","05
","40231
","1
","1
","0
","01
","-
","1
","1
","2
","78
","-
","1
","02
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",7969,19550,"00049
","13
"
"0615
","1
","12B142
","05
","40261
","4
","1
","0
","02
","-
","1
","2
","2
","32
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","4
","1
","0
","01
","-
","1
","1
","1
","31
","-
","1
","04
","2
","2
","5
","01
","7
","2
","3
","1
","999999
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","4
","1
","0
","04
","-
","1
","3
","2
","08
","-
","1
","02
","2
","1
","
","
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","3
","1
","0
","04
","-
","1
","3
","2
","09
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","3
","1
","0
","05
","-
","1
","3
","1
","03
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","3
","1
","0
","03
","-
","1
","3
","2
","15
","-
","1
","03
","2
","1
","6
","06
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","3
","1
","0
","01
","-
","1
","1
","1
","37
","-
","1
","03
","3
","2
","5
","01
","5
","4
","5
","1
","999999
","00
","1
",7271,18098,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","3
","1
","0
","02
","-
","1
","2
","2
","33
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","2
","1
","0
","02
","-
","1
","3
","1
","26
","-
","1
","06
","4
","2
","6
","01
","1
","2
","3
","1
","999999
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","2
","1
","0
","03
","-
","1
","5
","1
","25
","-
","1
","06
","4
","2
","5
","01
","5
","4
","5
","1
","001400
","00
","1
",7271,18098,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","2
","1
","0
","01
","-
","1
","1
","2
","51
","-
","1
","03
","3
","2
","3
","01
","7
","2
","3
","1
","000900
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","2
","1
","0
","05
","-
","1
","5
","2
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","2
","1
","0
","04
","-
","1
","3
","2
","25
","-
","1
","04
","2
","2
","5
","01
","5
","5
","2
","1
","000800
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","1
","1
","0
","03
","-
","1
","3
","1
","16
","-
","1
","03
","3
","1
","6
","06
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","1
","1
","0
","02
","-
","1
","2
","2
","39
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","00
","1
",7271,18098,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","1
","1
","0
","04
","-
","1
","3
","2
","06
","-
","2
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","1
","1
","0
","01
","-
","1
","1
","1
","40
","-
","1
","02
","6
","2
","5
","01
","5
","4
","3
","1
","001200
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","4
","1
","0
","03
","-
","1
","3
","1
","10
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7271,0,"00050
","12
"
"0615
","1
","12B142
","05
","40261
","4
","1
","0
","05
","-
","1
","7
","2
","25
","-
","1
","04
","2
","2
","6
","01
","4
","4
","3
","2
","999999
","00
","1
",7271,18098,"00050
","12
"
"0615
","8
","11A133
","05
","40264
","2
","1
","0
","05
","-
","1
","3
","1
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","1
","1
","0
","01
","-
","1
","1
","2
","22
","-
","1
","04
","3
","2
","6
","01
","7
","2
","3
","1
","001200
","00
","1
",5520,14219,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","2
","1
","0
","04
","-
","1
","3
","2
","09
","-
","1
","02
","1
","1
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","2
","1
","0
","02
","-
","1
","2
","2
","34
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","4
","1
","0
","05
","-
","1
","3
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","4
","1
","0
","02
","-
","1
","2
","2
","31
","-
","1
","03
","3
","2
","1
","07
","
","
","
","
","
","00
","1
",5520,14219,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","4
","1
","0
","04
","-
","1
","3
","1
","06
","-
","2
","01
","1
","1
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","4
","1
","0
","01
","-
","1
","1
","1
","37
","-
","1
","03
","3
","2
","1
","01
","5
","5
","3
","1
","001200
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","4
","1
","0
","03
","-
","1
","3
","1
","11
","-
","1
","02
","4
","1
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","2
","1
","0
","03
","-
","1
","3
","2
","14
","-
","1
","02
","6
","1
","6
","06
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","3
","1
","0
","04
","-
","1
","3
","2
","02
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","1
","1
","0
","03
","-
","1
","8
","1
","06
","-
","1
","01
","2
","1
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","1
","1
","0
","04
","-
","1
","8
","1
","03
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","3
","1
","0
","03
","-
","1
","3
","2
","04
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","3
","1
","0
","01
","-
","1
","1
","1
","23
","-
","1
","03
","3
","2
","5
","01
","4
","4
","3
","1
","000900
","00
","1
",5520,14219,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","3
","1
","0
","02
","-
","1
","2
","2
","24
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","1
","1
","0
","02
","-
","1
","7
","2
","22
","-
","1
","03
","3
","2
","6
","07
","
","
","
","
","
","00
","
",5520,0,"00051
","11
"
"0615
","8
","11A133
","05
","40264
","2
","1
","0
","01
","-
","1
","1
","1
","40
","-
","1
","03
","3
","2
","5
","01
","7
","2
","3
","1
","000750
","00
","1
",5520,14219,"00051
","11
"
"0615
","1
","11B142
","05
","40266
","1
","1
","0
","03
","-
","1
","3
","2
","10
","-
","1
","02
","4
","1
","
","
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","1
","1
","0
","01
","-
","1
","1
","1
","31
","-
","1
","03
","3
","2
","5
","04
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","3
","1
","0
","03
","-
","1
","3
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","3
","1
","0
","02
","-
","1
","2
","2
","19
","-
","1
","03
","3
","2
","1
","01
","4
","4
","2
","1
","000600
","00
","1
",6367,16400,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","3
","1
","0
","01
","-
","1
","1
","1
","38
","-
","1
","02
","2
","2
","1
","01
","5
","3
","2
","1
","001500
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","1
","1
","0
","02
","-
","1
","2
","2
","27
","-
","1
","03
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",6367,16400,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","2
","1
","0
","01
","-
","1
","1
","1
","28
","-
","1
","03
","3
","2
","1
","01
","5
","3
","2
","1
","999999
","00
","1
",6367,16400,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","2
","1
","0
","03
","-
","1
","3
","2
","01
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","2
","1
","0
","02
","-
","1
","2
","2
","17
","-
","1
","03
","2
","2
","1
","01
","7
","2
","3
","1
","000917
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","2
","1
","0
","04
","-
","1
","3
","2
","00
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","4
","1
","0
","01
","-
","1
","1
","1
","30
","-
","1
","03
","3
","2
","5
","01
","5
","2
","4
","1
","001000
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","4
","1
","0
","02
","-
","1
","2
","2
","32
","-
","1
","06
","3
","2
","5
","07
","
","
","
","
","
","00
","1
",6367,16400,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","1
","1
","0
","04
","-
","1
","3
","1
","05
","-
","2
","01
","1
","1
","
","
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","1
","11B142
","05
","40266
","4
","1
","0
","03
","-
","1
","3
","2
","07
","-
","1
","01
","3
","1
","
","
","
","
","
","
","
","00
","
",6367,0,"00052
","11
"
"0615
","5
","12A136
","05
","40271
","2
","1
","0
","02
","-
","1
","2
","2
","57
","-
","1
","02
","6
","2
","5
","07
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","2
","1
","0
","05
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","2
","1
","0
","04
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","2
","1
","0
","01
","-
","1
","1
","1
","55
","-
","1
","02
","6
","2
","5
","01
","7
","2
","3
","1
","999999
","00
","1
",7346,18284,"00053
","12
"
"0615
","4
","12A136
","05
","40271
","2
","1
","0
","03
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","2
","1
","0
","06
","-
","2
","
","
","
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","3
","1
","0
","03
","-
","1
","3
","2
","11
","-
","1
","02
","3
","1
","
","
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","3
","1
","0
","02
","-
","1
","2
","2
","28
","-
","1
","03
","3
","2
","1
","01
","5
","4
","2
","1
","999999
","00
","1
",7346,18284,"00053
","12
"
"0615
","5
","12A136
","05
","40271
","3
","1
","0
","06
","-
","1
","3
","1
","00
","-
","
","
","
","
","
","
","
","
","
","
","
","00
","
",7346,0,"00053
","12
"
"0615
","5
","12A136
","05
","40271
