CD,PER,EDIS,UPM_DIS,FOL,ENT,CON,V_SEL,N_HOG,H_MUD,N_REN,P1,P2,P3_1,P3_2,P3_3,P3_4,P3_5,P3_6,P4_1,P4_2,P4_3,P4_4,P4_5,P4_5ESP,P5_1,P5_2,P5_3,P5_4,P6_1,P6_2,P6_3,P6_4,FACTOR
",2,3,2,1,2,2,2,2,1,2,2,3,2,"
",1,1,1,1,3,3,2,3,18322
"01
","0615
","11
","00146
","11A148
","09
","40589
","3
","1
","0
","01
",2,3,1,1,2,2,2,2,2,2,2,3,2,"
",1,1,1,2,4,3,2,0,18322
"01
","0615
","11
","00147
","11A134
","09
","40592
","1
","1
","0
","02
",2,4,1,1,1,2,1,2,1,2,2,1,2,"
",1,1,1,1,4,3,3,3,18054
"01
","0615
","11
","00147
","11A134
","09
","40592
","4
","1
","0
","04
",2,3,1,1,2,2,2,2,2,2,2,1,2,"
",2,1,1,1,0,3,3,3,18054
"01
","0615
","11
","00147
","11A134
","09
","40592
","2
","1
","0
","04
",1,2,1,1,2,2,2,2,1,2,2,3,2,"
",1,1,1,1,4,3,2,3,18054
"01
","0615
","11
","00147
","11A134
","09
","40592
","3
","1
","0
","02
",2,1,1,1,2,2,2,2,1,2,2,3,2,"
",1,1,1,1,3,3,2,3,18054
"01
","0615
","12
","00148
","12A134
","09
","40593
","3
","1
","0
","01
",2,3,2,1,1,2,9,2,1,2,2,3,2,"
",1,1,1,2,4,3,2,0,15865
"01
","0615
","12
","00148
","12A134
","09
","40593
","4
","1
","0
","01
",2,4,1,1,1,2,2,2,1,1,2,3,2,"
",1,2,1,2,4,0,3,0,15865
"01
","0615
","12
","00148
","12A134
","09
","40593
","1
","1
","0
","01
",2,4,1,1,1,1,1,1,2,2,2,2,2,"
",1,1,1,2,3,2,3,0,15865
"01
","0615
","12
","00148
","12A134
","09
","40593
","2
","1
","0
","02
",2,4,1,1,1,2,2,2,1,2,2,2,2,"
",2,1,1,2,0,3,3,0,15865
"01
","0615
","13
","00149
","13A134
","09
","40594
","1
","1
","1
","01
",2,3,1,1,1,2,2,2,1,2,2,2,3,"
",3,1,1,2,0,3,3,0,18382
"01
","0615
","13
","00149
","13A134
","09
","40594
","4
","1
","0
","01
",2,3,2,1,2,2,2,2,1,2,2,2,3,"
",3,1,1,2,0,3,2,0,18382
"01
","0615
","13
","00149
","13A134
","09
","40594
","3
","1
","0
","02
",2,3,2,1,1,2,1,1,1,1,1,2,3,"
",3,1,2,2,0,4,0,0,18382
"01
","0615
","13
","00149
","13A134
","09
","40594
","2
","1
","0
","01
",2,3,2,1,2,2,2,2,1,2,2,2,3,"
",2,1,2,2,0,3,0,0,18382
"01
","0615
","11
","00150
","11A134
","09
","40595
","1
","1
","0
","04
",2,3,1,1,1,2,2,1,2,1,2,1,3,"
",3,1,1,2,0,3,3,0,17898
"01
","0615
","11
","00150
","11A134
","09
","40595
","4
","1
","0
","01
",2,3,2,1,2,2,1,2,1,1,2,1,3,"
",3,1,1,2,0,2,2,0,17898
"01
","0615
","11
","00150
","11A134
","09
","40595
","3
","1
","0
","03
",2,1,1,1,1,2,1,2,2,2,2,3,3,"
",3,1,1,2,0,3,2,0,17898
"01
","0615
","11
","00150
","11A134
","09
","40595
","2
","1
","0
","01
",2,3,1,1,1,2,1,2,1,1,2,2,3,"
",3,1,1,2,0,2,2,0,17898
"01
","0615
","11
","00151
","11A134
","09
","40596
","1
","1
","0
","01
",2,4,1,1,1,1,1,1,2,1,2,3,2,"
",1,2,1,2,4,0,9,0,17168
"01
","0615
","11
","00151
","11A134
","09
","40596
","3
","1
","0
","01
",2,3,1,1,1,1,9,2,2,2,2,1,2,"
",1,1,2,2,3,3,0,0,17168
"01
","0615
","11
","00151
","11A134
","09
","40596
","2
","1
","0
","01
",2,3,1,1,1,1,1,1,1,1,2,3,2,"
",1,1,2,2,4,4,0,0,17168
"01
","0615
","11
","00151
","11A134
","09
","40596
","4
","1
","0
","02
",2,3,1,1,1,1,9,2,2,1,2,1,2,"
",1,1,1,2,4,3,9,0,17168
"01
","0615
","12
","00152
","12A134
","09
","40597
","3
","1
","0
","02
",1,2,2,1,1,2,2,2,2,2,2,2,2,"
",1,1,2,2,4,4,0,0,17570
"01
","0615
","12
","00152
","12A134
","09
","40597
","2
","1
","0
","02
",1,2,2,1,1,2,9,2,2,2,2,1,2,"
",1,2,2,2,3,0,0,0,17570
"01
","0615
","12
","00152
","12A134
","09
","40597
","4
","1
","0
","01
",2,3,1,1,1,2,9,2,2,2,2,3,2,"
",1,1,1,2,4,3,3,0,17570
"01
","0615
","12
","00153
","12A134
","09
","40598
","3
","1
","0
","01
",1,2,2,2,2,2,2,2,1,1,2,3,2,"
",1,1,1,2,3,3,2,0,14277
"01
","0615
","12
","00153
","12A134
","09
","40598
","1
","1
","1
","01
",1,2,2,2,2,2,2,2,1,2,2,3,2,"
",1,1,1,1,3,2,2,3,14277
"01
","0615
","12
","00153
","12A134
","09
","40598
","4
","1
","0
","01
",2,1,2,1,1,2,2,2,1,1,2,3,2,"
",1,1,1,1,3,4,2,3,14277
"01
","0615
","12
","00153
","12A134
","09
","40598
","2
","1
","0
","01
",1,2,2,2,2,2,2,2,1,2,2,3,2,"
",1,1,1,1,3,3,2,2,14277
"01
","0615
","11
","00154
","11A134
","09
","40600
","1
","1
","1
","03
",2,3,2,1,1,2,2,2,1,1,2,3,3,"
",3,1,1,2,0,3,2,0,17835
"01
","0615
","11
","00154
","11A134
","09
","40600
","3
","1
","0
","04
",2,3,2,1,2,1,1,2,1,2,2,3,3,"
",3,1,1,2,0,3,3,0,17835
"01
","0615
","11
","00154
","11A134
","09
","40600
","2
","1
","0
","01
",2,3,2,1,1,2,2,1,1,2,2,3,3,"
",3,1,1,2,0,4,3,0,17835
"01
","0615
","11
","00154
","11A134
","09
","40600
","4
","1
","0
","01
",2,3,2,1,1,2,2,2,1,1,2,3,3,"
",3,1,1,2,0,3,2,0,17835
"01
","0615
","12
","00155
","12A148
","09
","40632
","4
","1
","0
","01
",2,3,2,1,1,2,9,2,2,2,2,3,2,"
",2,1,1,2,0,3,3,0,18744
"01
","0615
","12
","00155
","12A148
","09
","40632
","2
","1
","0
","01
",2,3,2,1,1,2,1,2,2,1,2,3,2,"
",1,1,1,2,4,3,2,0,18744
"01
","0615
","12
","00155
","12A148
","09
","40632
","3
","1
","1
","02
",1,2,2,2,1,2,9,2,2,2,2,3,2,"
",1,1,1,2,3,3,2,0,18744
"01
","0615
","12
","00155
","12A148
","09
","40632
","1
","1
","1
","01
",1,4,1,2,1,2,2,1,2,2,2,1,2,"
",1,1,1,2,2,2,9,0,18744
"01
","0615
","12
","00156
","12A148
","09
","40633
","3
","1
","1
","01
",2,4,2,1,1,2,1,1,2,2,2,1,2,"
",2,1,2,2,0,4,0,0,14441
"01
","0615
","12
","00156
","12A148
","09
","40633
","4
","1
","0
","01
",2,3,1,1,1,1,1,1,1,2,2,2,2,"
",2,1,1,2,0,3,4,0,14441
"01
","0615
","12
","00156
","12A148
","09
","40633
","2
","1
","1
","02
",2,3,1,1,1,2,1,1,1,1,2,1,2,"
",1,2,1,2,4,0,4,0,14441
"01
","0615
","12
","00156
","12A148
","09
","40633
","1
","1
","1
","01
",2,4,1,1,1,1,1,1,2,1,2,2,2,"
",1,1,1,2,3,3,3,0,14441
"01
","0615
","12
","00157
","12A148
","09
","40634
","1
","1
","0
","02
",2,1,1,1,1,1,1,1,1,1,2,3,1,"SALIR A ALGUNA FIESTA
",1,1,1,2,3,3,3,0,17175
"01
","0615
","12
","00157
","12A148
","09
","40634
","3
","1
","0
","02
",2,9,2,1,1,1,1,2,1,1,2,3,2,"
",1,1,2,2,3,3,0,0,17175
"01
","0615
","12
","00157
","12A148
","09
","40634
","4
","1
","0
","04
",2,4,2,1,1,1,2,1,1,1,2,1,2,"
",2,1,1,2,0,2,2,0,17175
"01
","0615
","11
","00158
","11A148
","09
","40635
","3
","1
","0
","02
",1,9,2,2,2,2,9,2,2,2,2,1,2,"
",2,1,1,2,0,3,2,0,17910
"01
","0615
","11
","00158
","11A148
","09
","40635
","1
","1
","0
","01
",2,3,1,1,1,2,1,2,1,2,2,3,2,"
",1,1,2,2,3,3,0,0,17910
"01
","0615
","11
","00158
","11A148
","09
","40635
","2
","1
","0
","01
",2,4,1,1,1,1,1,1,1,1,1,1,2,"
",1,1,1,2,2,2,3,0,17910
"01
","0615
","11
","00158
","11A148
","09
","40635
","4
","1
","0
","01
",2,1,2,1,1,1,1,2,1,1,1,1,2,"
",2,1,1,2,0,4,4,0,17910
"01
","0615
","12
","00159
","12A148
","09
","40637
","3
","1
","0
","02
",2,4,1,1,1,2,2,2,2,2,2,2,2,"
",1,1,1,2,3,3,3,0,20343
"01
","0615
","12
","00159
","12A148
","09
","40637
","2
","1
","0
","01
",2,3,2,1,1,2,9,2,1,2,2,3,2,"
",1,1,1,2,4,4,3,0,20343
"01
","0615
","12
","00159
","12A148
","09
","40637
","4
","1
","0
","01
",2,4,2,1,1,2,9,2,2,2,2,3,2,"
",1,1,2,2,4,4,0,0,20343
"01
","0615
","11
","00160
","11A148
","09
","40638
","4
","1
","0
","02
",2,3,1,1,2,2,1,2,1,2,2,3,2,"
",1,1,1,2,3,3,2,0,20717
"01
","0615
","11
","00160
","11A148
","09
","40638
","1
","1
","0
","01
",2,1,1,1,2,2,2,2,1,2,2,1,2,"
",1,1,1,2,3,2,2,0,20717
"01
","0615
","11
","00160
","11A148
","09
","40638
","3
","1
","0
","02
",2,3,1,1,1,2,1,2,1,2,2,3,2,"
",2,1,2,2,0,4,0,0,20717
"26
","0615
","13
","00161
","13A135
","10
","40105
","2
","1
","0
","02
",1,2,2,2,2,2,1,2,2,2,2,3,3,"
",2,2,2,2,0,0,0,0,17288
"26
","0615
","13
","00161
","13A135
","10
","40105
","4
","1
","0
","01
",1,2,2,2,2,2,2,2,1,2,2,3,3,"
",2,2,1,2,0,0,3,0,17288
"26
","0615
","13
","00161
","13A135
","10
","40105
","3
","1
","0
","02
",2,3,2,1,2,2,1,2,1,1,2,3,3,"
",1,1,1,2,2,2,2,0,17288
"26
","0615
","13
","00161
","13A135
","10
","40105
","1
","1
","0
","01
",1,4,1,1,1,2,1,1,1,2,2,3,3,"
",1,1,1,2,3,4,1,0,17288
"26
","0615
","13
","00162
","13B141
","10
","40132
","1
","1
","0
","01
",1,2,2,1,1,2,2,2,2,2,2,2,3,"
",1,1,1,2,2,2,1,0,16758
"26
","0615
","13
","00162
","13B141
","10
","40132
","3
","1
","0
","01
",2,3,2,1,1,1,1,2,1,2,2,3,3,"
",1,1,1,1,3,3,1,1,16758
"26
","0615
","13
","00162
","13B141
","10
","40132
","2
","1
","0
","02
",2,1,2,1,2,2,2,2,1,2,2,2,3,"
",1,1,1,2,3,3,1,0,16758
"26
","0615
","13
","00162
","13B141
","10
","40132
","4
","1
","0
","01
",2,3,1,1,1,1,1,2,1,1,2,3,3,"
",1,1,1,2,3,3,3,0,16758
"26
","0615
","12
","00163
","12B141
","10
","40135
","1
","1
","0
","02
",2,3,1,1,1,2,1,2,1,1,1,3,3,"
",1,1,2,2,3,3,0,0,16166
"26
","0615
","12
","00163
","12B141
","10
","40135
","3
","1
","0
","01
",2,1,1,1,1,2,2,2,1,2,2,3,3,"
",2,2,2,2,0,0,0,0,16166
"26
","0615
","12
","00163
","12B141
","10
","40135
","4
","1
","0
","01
",2,3,1,1,1,1,1,1,1,1,1,1,3,"
",2,1,2,2,0,3,0,0,16166
"26
","0615
","12
","00163
","12B141
","10
","40135
","2
","1
","0
","03
",1,2,2,1,2,2,2,2,1,2,2,3,3,"
",1,1,1,2,3,3,3,0,16166
"26
","0615
","12
","00164
","12A135
","10
","40138
","2
","1
","0
","01
",2,3,1,1,1,1,2,2,1,1,2,3,3,"
",1,1,2,2,2,3,0,0,18207
"26
","0615
","12
","00164
","12A135
","10
","40138
","3
","1
","0
","01
",1,2,2,1,1,2,2,2,1,1,2,3,3,"
",1,2,2,2,2,0,0,0,18207
"26
","0615
","11
","00165
","11B142
","10
","40232
","2
","1
","0
","06
",2,3,1,1,1,1,1,2,1,1,1,1,3,"
",1,1,1,2,3,3,2,0,16553
"26
","0615
","11
","00165
","11B142
","10
","40232
","3
","1
","0
","01
",1,2,2,1,2,2,2,2,1,1,1,1,3,"
",2,2,2,2,0,0,0,0,16553
"26
","0615
","11
","00165
","11B142
","10
","40232
","1
","1
","0
","01
",1,2,1,1,2,2,2,2,2,1,2,1,3,"
",1,1,1,1,2,3,2,2,16553
"26
","0615
","11
","00165
","11B142
","10
","40232
","4
","1
","0
","01
",2,4,1,1,2,2,2,1,1,1,2,1,3,"
",2,2,2,2,0,0,0,0,16553
"26
","0615
","11
","00166
","11A133
","10
","40259
","1
","1
","0
","01
",2,4,2,2,2,2,1,1,1,1,1,3,3,"
",1,1,1,1,2,4,2,1,16233
"26
","0615
","11
","00166
","11A133
","10
","40259
","2
","1
","0
","02
",2,3,1,1,2,2,2,1,1,1,3,3,3,"
",1,2,2,2,3,0,0,0,16233
"26
","0615
","11
","00166
","11A133
","10
","40259
","4
","1
","0
","02
",2,3,1,1,1,1,1,1,1,1,1,3,3,"
",1,2,2,2,3,0,0,0,16233
"26
","0615
","12
","00167
","12A133
","10
","40261
","3
","1
","1
","02
",1,2,2,1,2,2,2,2,2,2,2,1,3,"
",1,1,1,1,2,2,2,2,21468
"26
","0615
","12
","00167
","12A133
","10
","40261
","1
","1
","0
","02
",2,3,1,1,1,1,1,2,2,2,2,2,3,"
",1,2,2,2,3,0,0,0,21468
"26
","0615
","12
","00167
","12A133
","10
","40261
","4
","1
","0
","03
",2,3,1,1,1,1,1,1,1,1,1,3,3,"
",1,1,1,2,2,2,2,0,21468
"26
","0615
","12
","00167
","12A133
","10
","40261
","2
","1
","0
","03
",1,2,2,1,2,2,1,2,2,2,2,3,3,"
",1,1,1,2,2,2,2,0,21468
"26
","0615
","11
","00168
","11A136
","10
","40271
","1
","1
","0
","02
",2,3,1,2,1,1,1,2,1,1,1,1,3,"
",2,2,2,2,0,0,0,0,19800
"26
","0615
","11
","00168
","11A136
","10
","40271
","4
","1
","0
","02
",1,2,2,2,2,2,2,1,2,2,2,2,3,"
",1,1,1,1,2,3,1,1,19800
"26
","0615
","11
","00168
","11A136
","10
","40271
","3
","1
","2
","01
",1,2,2,1,2,2,2,2,2,2,2,3,3,"
",1,1,1,2,4,4,2,0,19800
"26
","0615
","11
","00168
","11A136
","10
","40271
","2
","1
","0
","02
",2,3,1,1,2,1,1,2,2,2,2,2,3,"
",1,1,1,1,3,3,1,1,19800
"26
","0615
","11
","00169
","11A147
","10
","40289
","4
","1
","0
","01
",1,4,2,1,1,1,1,2,1,1,1,2,3,"
",2,2,2,2,0,0,0,0,20710
"26
","0615
","11
","00169
","11A147
","10
","40289
","2
","1
","0
","02
",2,1,1,1,2,2,1,2,1,1,2,1,3,"
",1,1,1,2,2,2,2,0,20710
"26
","0615
","11
","00169
","11A147
","10
","40289
","3
","1
","0
","02
",2,3,1,1,1,1,1,2,1,1,2,2,3,"
",1,2,2,2,3,0,0,0,20710
"26
","0615
","11
","00169
","11A147
","10
","40289
","1
","1
","0
","01
",2,3,2,1,2,1,2,2,1,1,2,3,3,"
",2,2,2,2,0,0,0,0,20710
"26
","0615
","12
","00170
","12A147
","10
","40290
","2
","1
","0
","02
",2,3,2,2,1,2,2,2,1,1,2,1,3,"
",1,1,1,2,3,3,3,0,18732
"26
","0615
","12
","00170
","12A147
","10
","40290
","4
","1
","0
","02
",2,1,2,1,1,1,1,2,1,1,2,2,3,"
",1,2,2,2,2,0,0,0,18732
"26
","0615
","12
","00170
","12A147
","10
","40290
","1
","1
","0
","02
",2,3,1,1,1,2,2,2,2,2,2,2,3,"
",1,2,1,2,2,0,2,0,18732
"26
","0615
","12
","00170
","12A147
","10
","40290
","3
","1
","1
","01
",1,2,2,1,1,2,1,2,1,1,1,1,3,"
",1,1,1,2,3,3,1,0,18732
"26
","0615
","11
","00171
","11A134
","10
","40394
","4
","1
","0
","01
",2,4,2,1,2,2,2,2,2,2,2,2,3,"
",1,1,1,2,4,2,2,0,17694
"26
","0615
","11
","00171
","11A134
","10
","40394
","1
","1
","0
","04
",2,3,1,1,1,1,1,1,1,1,2,3,3,"
",1,1,1,1,4,4,4,2,17694
"26
","0615
","11
","00171
","11A134
","10
","40394
","2
","1
","0
","01
",2,1,1,1,1,1,1,2,1,1,1,1,3,"
",1,1,1,1,3,3,1,1,17694
"26
","0615
","11
","00172
","11A148
","10
","40417
","3
","1
","0
","02
",2,3,2,1,1,1,2,2,1,1,2,1,3,"
",1,1,1,2,2,2,1,0,19432
"26
","0615
","11
","00172
","11A148
","10
","40417
","4
","1
","0
","01
",2,3,1,1,1,1,1,2,2,2,2,2,3,"
",1,2,2,2,4,0,0,0,19432
"26
","0615
","11
","00172
","11A148
","10
","40417
","2
","1
","0
","01
",2,3,1,1,1,1,1,2,1,2,2,2,3,"
",1,1,1,1,4,3,2,2,19432
"26
","0615
","11
","00172
","11A148
","10
","40417
","1
","1
","0
","03
",2,3,1,1,1,1,1,2,1,2,2,3,3,"
",1,1,1,2,2,2,1,0,19432
"05
","0615
","12
","00173
","12B141
","11
","40186
","2
","1
","0
","01
",2,4,2,1,1,1,1,1,1,1,1,1,2,"
",1,1,1,2,4,9,9,0,17921
"05
","0615
","12
","00173
","12B141
","11
","40186
","3
","1
","0
","03
",2,3,2,1,2,1,2,2,2,2,1,2,2,"
",1,2,1,2,4,0,4,0,17921
"05
","0615
","12
","00173
","12B141
","11
","40186
","1
","1
","0
","04
",2,3,1,1,1,1,1,2,1,1,1,2,2,"
",2,2,2,2,0,0,0,0,17921
"05
","0615
","11
","00174
","11B141
","11
","40187
","4
","1
","0
","02
",2,4,1,1,1,1,1,2,1,1,1,3,2,"
",2,2,2,2,0,0,0,0,18724
"05
","0615
","11
","00174
","11B141
","11
","40187
","3
","1
","0
","02
",2,4,1,1,2,1,2,2,1,2,2,1,2,"
",1,2,1,2,3,0,3,0,18724
"05
","0615
","11
","00174
","11B141
","11
","40187
","2
","1
","0
","03
",2,1,1,1,1,1,2,2,1,1,1,1,2,"
",1,1,1,2,2,3,2,0,18724
"05
","0615
","13
","00175
","13B141
","11
","40193
","4
","1
","0
","01
",2,1,1,1,1,1,1,2,1,2,2,2,2,"
",1,2,1,2,2,0,2,0,17410
"05
","0615
","13
","00175
","13B141
","11
","40193
","2
","1
","0
","01
",2,4,1,2,1,1,2,2,2,2,2,3,2,"
",2,1,2,2,0,2,0,0,17410
"05
","0615
","13
","00175
","13B141
","11
","40193
","3
","1
","0
","01
",2,1,1,1,1,1,1,2,1,2,2,1,2,"
",1,1,1,2,4,3,2,0,17410
"05
","0615
","13
","00175
","13B141
","11
","40193
","1
","1
","0
","01
",2,4,1,1,1,1,1,2,1,1,2,1,2,"
",2,2,2,2,0,0,0,0,17410
"05
","0615
","11
","00176
","11A135
","11
","40195
","4
","1
","0
","02
",2,3,1,1,1,1,1,2,1,1,1,2,2,"
",1,2,2,2,2,0,0,0,18413
"05
","0615
","11
","00176
","11A135
","11
","40195
","2
","1
","0
","03
",2,4,1,1,1,1,1,2,1,1,1,2,2,"
",1,2,2,2,4,0,0,0,18413
"05
","0615
","11
","00176
","11A135
","11
","40195
","3
","1
","0
","02
",2,3,1,1,1,1,1,2,1,1,2,2,2,"
",1,1,1,2,2,2,2,0,18413
"05
","0615
","12
","00177
","12A135
","11
","40197
","2
","1
","0
","01
",2,4,1,1,1,1,1,2,2,2,2,1,2,"
",1,1,1,2,2,1,1,0,17813
"05
","0615
","12
","00177
","12A135
","11
","40197
","4
","1
","0
","01
",2,4,1,1,1,1,1,2,1,1,1,1,2,"
",1,2,2,2,3,0,0,0,17813
"05
","0615
","12
","00177
","12A135
","11
","40197
","1
","1
","0
","02
",2,3,1,1,1,1,9,1,1,1,1,1,2,"
",1,1,1,1,3,1,2,1,17813
"05
","0615
","12
","00177
","12A135
","11
","40197
","3
","1
","0
","02
",2,1,1,1,2,2,1,2,2,2,2,3,2,"
",1,1,1,2,3,3,3,0,17813
"05
","0615
","13
","00178
","13A135
","11
","40202
","4
","1
","0
","04
",2,3,1,1,1,2,1,2,1,1,1,1,2,"
",1,2,2,2,3,0,0,0,22189
"05
","0615
","13
","00178
","13A135
","11
","40202
","3
","1
","0
","02
",2,3,1,1,1,1,1,1,1,1,1,1,2,"
",2,2,2,2,0,0,0,0,22189
"05
","0615
","13
","00178
","13A135
","11
","40202
","2
","1
","1
","02
",2,3,1,1,1,1,1,1,1,1,1,1,2,"
",1,1,1,2,4,4,4,0,22189
"05
","0615
","13
","00178
","13A135
","11
","40202
","1
","1
","0
","03
",2,3,1,1,1,1,1,2,1,1,1,3,2,"
",1,2,2,2,4,0,0,0,22189
"05
","0615
","13
","00179
","13A133
","11
","40371
","4
","1
","0
","02
",1,1,2,2,2,2,2,2,2,1,2,3,2,"
",1,1,1,1,4,4,4,4,14450
"05
","0615
","13
","00179
","13A133
","11
","40371
","3
","1
","1
","01
",1,2,1,1,1,1,1,2,1,2,2,3,2,"
",2,1,1,1,0,2,2,2,14450
"05
","0615
","13
","00179
","13A133
","11
","40371
","1
","1
","0
","01
",2,1,2,2,2,2,2,2,1,2,2,2,2,"
",1,1,1,1,3,3,3,2,14450
"05
","0615
","13
","00179
","13A133
","11
","40371
","2
","1
","0
","02
",1,2,2,2,2,2,2,2,2,2,2,3,2,"
",1,1,1,1,2,2,2,2,14450
"05
","0615
","12
","00180
","12A133
","11
","40373
","4
","1
","0
","03
",2,4,2,2,1,2,2,2,1,1,1,2,2,"
",2,1,1,2,0,2,3,0,17465
"05
","0615
","12
","00180
","12A133
","11
","40373
","1
","1
","0
","02
",2,1,2,2,1,2,2,2,1,1,1,1,2,"
",1,1,1,1,3,3,3,2,17465
"05
","0615
","12
","00180
","12A133
","11
","40373
","3
","1
","0
","01
",2,4,2,1,1,1,2,2,2,2,2,2,2,"
",2,2,2,2,0,0,0,0,17465
"05
","0615
","12
","00181
","12B142
","11
","40374
","1
","1
","0
","02
",2,3,1,2,1,2,2,1,1,1,2,1,2,"
",2,2,1,2,0,0,2,0,15658
"05
","0615
","12
","00181
","12B142
","11
","40374
","4
","1
","0
","02
",2,3,1,2,1,2,2,2,1,2,2,2,2,"
",2,2,2,2,0,0,0,0,15658
"05
","0615
","12
","00181
","12B142
","11
","40374
","3
","1
","0
","04
",1,4,2,2,1,2,2,2,1,1,1,1,2,"
",1,1,1,2,2,2,1,0,15658
"05
","0615
","12
","00181
","12B142
","11
","40374
","2
","1
","0
","01
",1,3,1,1,1,2,2,2,1,1,1,1,2,"
",1,1,1,1,4,4,3,3,15658
"05
","0615
","11
","00182
","11A133
","11
","40375
","3
","1
","0
","02
",2,4,1,1,1,1,2,1,1,2,1,1,2,"
",1,1,1,1,4,4,4,4,7630
"05
","0615
","11
","00182
","11A133
","11
","40375
","1
","1
","2
","01
",2,3,1,1,1,1,1,2,1,1,1,1,2,"
",1,1,1,2,3,9,9,0,7630
"05
","0615
","11
","00182
","11A133
","11
","40375
","4
","1
","0
","02
",2,3,1,1,1,1,1,1,2,2,2,1,2,"
",1,2,2,2,4,0,0,0,7630
"05
","0615
","11
","00182
","11A133
","11
","40375
","2
","1
","0
","03
",2,4,1,1,1,1,2,2,1,1,2,2,2,"
",1,2,2,2,4,0,0,0,7630
"05
","0615
","11
","00183
","11B142
","11
","40378
","3
","1
","0
","04
",1,1,2,2,2,2,2,2,2,2,2,2,2,"
",1,1,1,2,1,1,1,0,14041
"05
","0615
","11
","00183
","11B142
","11
","40378
","1
","1
","0
","07
",2,3,2,2,1,2,2,2,1,1,2,1,2,"
",1,1,2,2,1,9,0,0,14041
"05
","0615
","11
","00183
","11B142
","11
","40378
","4
","1
","0
","02
",1,2,1,1,1,2,1,2,1,2,1,2,2,"
",1,2,2,2,3,0,0,0,14041
"05
","0615
","11
","00183
","11B142
","11
","40378
","2
","1
","0
","01
",1,1,1,1,1,1,1,1,1,1,1,2,2,"
",2,2,2,2,0,0,0,0,14041
"05
","0615
","12
","00184
","12A136
","11
","40383
","4
","1
","0
","02
",2,4,1,1,1,1,1,2,1,1,1,1,2,"
",1,1,2,2,2,2,0,0,18476
"05
","0615
","12
","00184
","12A136
","11
","40383
","3
","1
","0
","01
",2,4,1,2,2,1,1,1,1,1,2,1,2,"
",2,2,2,2,0,0,0,0,18476
"05
","0615
","12
","00184
","12A136
","11
","40383
","1
","1
","0
","01
",1,1,1,1,1,1,1,1,1,1,2,1,2,"
",1,2,2,2,3,0,0,0,18476
"05
","0615
","12
","00184
","12A136
","11
","40383
","2
","1
","0
","01
",2,4,1,1,1,1,1,1,1,1,2,3,2,"
",2,2,2,2,0,0,0,0,18476
"05
","0615
","11
","00185
","11A136
","11
","40386
","3
","1
","0
","01
",2,4,2,2,1,2,2,2,1,2,2,2,2,"
",1,2,2,2,4,0,0,0,17091
"05
","0615
","11
","00185
","11A136
","11
","40386
","2
","1
","0
","02
",2,3,1,1,1,1,2,1,1,2,2,1,2,"
",1,1,1,1,2,2,2,2,17091
"05
","0615
","11
","00185
","11A136
","11
","40386
","4
","1
","0
","04
",2,4,1,1,1,1,1,2,1,2,2,2,2,"
",1,2,2,2,4,0,0,0,17091
"05
","0615
","11
","00185
","11A136
","11
","40386
","1
","1
","0
","06
",2,4,1,1,1,1,1,1,1,1,1,1,2,"
",1,1,1,1,4,4,4,4,17091
"05
","0615
","11
","00186
","11A147
","11
","40408
","1
","1
","0
","01
",2,1,1,1,1,1,1,1,1,1,1,3,2,"
",2,2,2,2,0,0,0,0,13680
"05
","0615
","11
","00186
","11A147
","11
","40408
","3
","1
","0
","01
",2,3,1,2,2,1,1,1,1,1,2,1,2,"
",1,1,1,1,3,3,3,3,13680
"05
","0615
","11
","00186
","11A147
","11
","40408
","4
","1
","0
","04
",1,2,2,2,2,2,2,2,2,2,2,2,2,"
",1,2,2,2,4,0,0,0,13680
"05
","0615
","11
","00186
","11A147
","11
","40408
","2
","1
","0
","02
",2,3,1,1,1,1,1,1,2,2,2,3,2,"
",1,2,2,2,3,0,0,0,13680
"05
","0615
","12
","00187
","12A147
","11
","40409
","4
","1
","0
","02
",1,1,1,2,1,1,1,1,1,1,2,2,2,"
",1,1,1,2,3,3,2,0,16079
"05
","0615
","12
","00187
","12A147
","11
","40409
","1
","1
","0
","01
",1,3,2,2,2,2,2,2,2,2,2,2,2,"
",1,1,1,2,2,2,2,0,16079
"05
","0615
","12
","00187
","12A147
","11
","40409
","3
","1
","0
","02
",2,3,2,2,1,2,1,2,1,1,1,2,2,"
",1,1,1,1,2,2,2,2,16079
"05
","0615
","12
","00187
","12A147
","11
","40409
","2
","1
","0
","02
",2,2,2,1,2,2,2,2,2,2,2,2,2,"
",1,2,1,1,3,0,3,2,16079
"05
","0615
","13
","00188
","13A147
","11
","40412
","3
","1
","0
","01
",2,4,1,1,1,1,1,2,2,2,2,2,2,"
",1,1,1,2,4,4,3,0,16402
"05
","0615
","13
","00188
","13A147
","11
","40412
","1
","1
","0
","01
",2,3,1,1,1,1,1,2,2,2,2,2,2,"
",1,1,1,1,4,4,3,3,16402
"05
","0615
","13
","00188
","13A147
","11
","40412
","2
","1
","0
","01
",2,3,2,2,1,2,2,2,1,1,1,2,2,"
",1,2,2,2,2,0,0,0,16402
"05
","0615
","13
","00188
","13A147
","11
","40412
","4
","1
","0
","01
",2,4,1,1,1,1,1,2,1,1,1,1,2,"
",1,1,1,1,4,3,3,9,16402
"05
","0615
","12
","00189
","12A134
","11
","40560
","2
","1
","0
","01
",2,4,1,1,1,1,1,1,1,1,1,1,2,"
",1,2,1,2,4,0,9,0,20425
"05
","0615
","12
","00189
","12A134
